,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.0,3.0,15.0,0.0,0.0,3.0,0.0
firebird.csv,0.0,0.0,3.0,33.0,1.0,9.0,0.0
kmatplot.csv,0.0,0.0,4.0,55.0,2.0,0.0,0.0
mscore.csv,0.0,2.0,0.0,21.0,0.0,0.0,0.0
openmalaria.csv,7.0,0.0,2.0,41.0,1.0,0.0,0.0
popeye-chess.csv,0.0,0.0,0.0,35.0,2.0,0.0,1.0
riff-evolve.csv,0.0,1.0,3.0,26.0,0.0,3.0,0.0
