,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.79,0.32,0.69,0.89,0.38,0.74,0.76
firebird.csv,0.72,0.99,0.71,0.59,0.46,0.24,0.57
kmatplot.csv,0.93,0.34,0.31,0.32,0.19,0.1,0.25
mscore.csv,0.76,0.59,0.51,0.84,0.97,0.45,0.56
openmalaria.csv,0.86,0.6,0.49,0.7,0.62,0.98,0.51
popeye-chess.csv,0.72,0.52,0.91,0.73,0.49,0.45,0.33
riff-evolve.csv,0.79,0.66,0.49,0.38,0.67,0.64,0.99
