,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.49,0.98,0.39,0.47,0.48,0.54
empyrean.csv,0.99,0.57,0.58,0.6,0.67,0.52
impala.csv,0.14,0.0,0.05,0.87,0.17,0.31
multitude.csv,0.57,0.68,0.71,0.59,0.96,0.77
nutz.csv,0.55,0.27,0.99,0.39,0.55,0.4
pi-qmc.csv,0.27,0.49,0.68,0.28,0.51,1.0
