,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.76,0.03,0.68,0.77,0.67,0.78
empyrean.csv,0.01,0.63,0.66,0.68,0.51,0.62
impala.csv,0.92,1.0,0.97,0.16,0.9,0.76
multitude.csv,0.64,0.58,0.49,0.7,0.05,0.31
nutz.csv,0.63,0.78,0.01,0.77,0.57,0.67
pi-qmc.csv,0.8,0.58,0.44,0.79,0.61,0.0
