,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.56,0.98,0.36,0.17,0.5,0.42
empyrean.csv,0.99,0.55,0.39,0.23,0.67,0.41
impala.csv,0.19,0.0,0.06,0.91,0.2,0.29
multitude.csv,0.64,0.65,0.51,0.22,0.98,0.67
nutz.csv,0.61,0.33,0.99,0.16,0.58,0.38
pi-qmc.csv,0.34,0.55,0.54,0.17,0.54,1.0
