,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.32,0.0,0.27,0.41,0.71,0.47,0.34,0.0,0.19,0.43,0.63,0.17,0.36,0.92
bibedt.csv,0.51,0.69,0.26,0.51,0.61,0.35,0.41,0.63,0.52,0.51,0.04,0.17,0.44,0.17
brlcad.csv,0.73,0.37,0.52,0.07,0.6,0.29,0.49,0.55,0.19,0.51,0.28,0.17,0.58,0.49
co-ode-owl-plugins.csv,0.34,0.61,0.61,0.58,0.75,0.05,0.38,0.24,0.4,0.61,0.32,0.32,0.59,0.94
firebreath.csv,0.55,0.63,0.66,0.65,0.31,0.28,0.66,0.49,0.44,0.61,0.06,0.47,0.43,0.3
fltk.csv,0.48,0.69,0.64,0.7,0.7,0.13,0.39,0.35,0.63,0.59,0.45,0.6,0.65,0.39
glas.csv,0.45,0.75,0.65,0.58,0.51,0.73,0.62,0.59,0.62,0.47,0.61,0.57,0.5,0.54
gretl.csv,0.52,0.65,0.52,0.63,0.7,0.63,0.71,0.63,0.59,0.29,0.63,0.5,0.35,0.68
konversation.csv,0.38,0.76,0.58,0.55,0.49,0.6,0.55,0.6,0.43,0.72,0.04,0.33,0.45,0.3
micomt.csv,0.37,0.72,0.66,0.63,0.55,0.4,0.17,0.77,0.12,0.72,0.46,0.59,0.69,0.51
openxava.csv,0.47,0.75,0.37,0.47,0.41,0.77,0.57,0.58,0.44,0.26,0.06,0.59,0.34,0.53
sumatrapdf.csv,0.6,0.64,0.35,0.49,0.27,0.13,0.61,0.66,0.78,0.74,0.33,0.72,0.0,0.13
tweetsharp.csv,0.58,0.37,0.54,0.43,0.6,0.36,0.22,0.45,0.49,0.66,0.51,0.0,0.78,0.65
wxcode.csv,0.21,0.62,0.31,0.55,0.07,0.66,0.43,0.34,0.49,0.36,0.04,0.96,0.24,0.07
