,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,3.0,101.0,2.0,1.0,1.0,14.0,0.0,50.0,0.0,0.0,4.0,18.0,0.0,2.0
bibedt.csv,0.0,5.0,2.0,2.0,10.0,86.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0
brlcad.csv,5.0,3.0,5.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,1.0
co-ode-owl-plugins.csv,0.0,19.0,1.0,2.0,3.0,33.0,0.0,0.0,0.0,3.0,6.0,32.0,0.0,2.0
firebreath.csv,4.0,23.0,0.0,9.0,5.0,40.0,0.0,2.0,0.0,2.0,3.0,21.0,0.0,1.0
fltk.csv,0.0,5.0,1.0,2.0,10.0,33.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0
glas.csv,4.0,16.0,5.0,1.0,2.0,3.0,1.0,7.0,0.0,0.0,3.0,0.0,0.0,28.0
gretl.csv,4.0,28.0,3.0,2.0,5.0,33.0,1.0,9.0,0.0,1.0,5.0,2.0,0.0,5.0
konversation.csv,4.0,1.0,3.0,1.0,2.0,64.0,0.0,0.0,0.0,3.0,0.0,22.0,0.0,4.0
micomt.csv,0.0,15.0,1.0,2.0,9.0,32.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0
openxava.csv,3.0,10.0,10.0,4.0,0.0,0.0,0.0,5.0,2.0,22.0,0.0,17.0,0.0,1.0
sumatrapdf.csv,0.0,24.0,3.0,3.0,10.0,33.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0
tweetsharp.csv,4.0,8.0,3.0,4.0,10.0,33.0,0.0,0.0,0.0,2.0,6.0,82.0,0.0,1.0
wxcode.csv,2.0,10.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,26.0
