,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.96,0.8,0.82,0.71,0.94,0.92,0.78,0.0,0.86,0.93,0.55,0.81,0.71,0.69
bibedt.csv,0.46,0.54,0.94,0.7,0.53,0.62,0.54,0.69,0.65,0.88,0.5,0.9,0.6,0.69
brlcad.csv,0.61,0.68,0.59,0.91,0.41,0.92,0.53,0.88,0.86,0.92,0.93,0.93,0.44,0.86
co-ode-owl-plugins.csv,0.83,0.62,0.58,0.47,0.95,0.48,0.79,0.8,0.85,0.65,0.51,0.61,0.45,0.7
firebreath.csv,0.45,0.45,0.51,0.55,0.5,0.5,0.45,0.63,0.71,0.75,0.8,0.72,0.56,0.59
fltk.csv,0.7,0.56,0.53,0.54,0.61,0.51,0.55,0.8,0.76,0.91,0.58,0.68,0.44,0.94
glas.csv,0.52,0.46,0.41,0.49,0.51,0.35,0.39,0.44,0.43,0.4,0.51,0.44,0.44,0.56
gretl.csv,0.51,0.48,0.5,0.45,0.51,0.62,0.41,0.41,0.4,0.4,0.54,0.48,0.49,0.48
konversation.csv,0.81,0.52,0.53,0.57,0.95,0.69,0.62,0.55,0.6,0.61,0.0,0.69,0.4,0.72
micomt.csv,0.91,0.48,0.52,0.45,0.47,0.89,0.95,0.48,0.67,0.94,0.61,0.61,0.41,0.72
openxava.csv,0.47,0.52,0.63,0.48,0.49,0.42,0.38,0.35,0.45,0.47,0.8,0.52,0.47,0.39
sumatrapdf.csv,0.46,0.41,0.44,0.43,0.41,0.48,0.42,0.41,0.59,0.45,0.48,0.47,0.39,0.56
tweetsharp.csv,0.79,0.67,0.53,0.82,0.53,0.7,0.97,0.75,0.83,0.71,0.62,0.83,0.49,0.82
wxcode.csv,0.53,0.55,0.72,0.48,0.67,0.37,0.47,0.6,0.56,0.89,0.8,0.67,0.62,0.69
