,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.25,0.26,0.19,0.1,0.05,0.36,0.24,0.0,0.32,0.06,0.13,0.04,0.12,0.21,0.37,0.29,0.22,0.17
arsenal-1.csv,0.25,0.42,0.15,1.0,0.05,0.18,0.07,0.29,0.03,0.06,0.0,0.07,0.0,0.21,0.02,0.07,0.03,0.07
atomsite.csv,0.5,0.42,0.59,0.9,0.33,0.67,0.37,0.32,0.52,0.25,0.22,0.31,0.25,0.71,0.76,0.58,0.46,0.39
barracudamvc.csv,0.83,1.0,1.0,0.3,0.73,0.79,1.0,1.0,1.0,0.98,1.0,0.92,1.0,0.79,0.95,1.0,0.96,1.0
emisview.csv,0.33,0.0,0.11,0.2,0.16,0.21,0.22,0.32,0.45,0.3,0.04,0.31,0.0,0.21,0.51,0.4,0.26,0.25
findbugs.csv,1.0,0.42,0.48,0.8,0.97,0.82,0.3,0.52,0.71,0.53,0.74,0.75,0.0,0.57,0.76,0.33,0.87,0.57
jitterbit.csv,1.0,0.68,0.52,0.55,0.36,0.36,0.48,1.0,0.45,0.47,0.17,0.18,0.0,0.36,0.73,0.4,0.52,1.0
lite.csv,0.42,0.0,0.0,0.8,0.08,0.61,0.09,0.39,0.13,0.11,0.17,0.05,0.0,0.14,0.32,0.16,0.07,0.02
megasquirtavr.csv,0.92,1.0,0.85,0.65,0.15,0.97,0.35,1.0,0.81,0.87,0.57,0.56,0.0,0.93,0.54,0.38,0.57,0.86
ontopia.csv,0.25,0.68,0.44,0.2,0.34,0.76,0.65,0.26,0.58,0.58,0.74,0.24,1.0,0.36,0.66,0.6,0.13,0.61
openintents.csv,0.67,0.68,0.74,0.2,0.14,0.3,0.39,0.29,0.58,0.79,0.26,0.34,0.75,0.43,0.41,0.73,0.13,0.7
rectracker.csv,0.92,0.79,0.15,0.85,0.81,0.94,0.98,0.48,1.0,0.77,1.0,0.9,0.25,1.0,0.56,1.0,1.0,0.84
stajistics.csv,0.67,1.0,0.96,0.6,0.01,0.48,0.93,0.65,0.74,0.89,0.3,0.65,1.0,0.86,0.63,0.82,0.36,1.0
trackit.csv,0.33,0.21,0.0,0.2,0.6,0.45,0.57,0.26,0.61,0.25,0.48,0.29,0.5,0.07,0.78,0.18,0.17,0.0
wxlua.csv,0.25,0.89,0.22,0.3,0.81,0.3,0.87,0.26,0.58,0.21,0.52,0.41,0.62,0.29,0.02,0.13,0.26,0.41
x4x.csv,0.25,1.0,0.19,0.7,0.51,0.85,0.61,0.29,0.81,0.32,0.83,0.66,0.5,0.86,0.66,0.67,0.59,0.67
xharbour.csv,0.92,0.11,0.59,1.0,0.7,0.85,0.59,1.0,0.74,0.66,0.74,0.62,0.5,0.43,0.76,0.76,0.67,0.99
