,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,87.5,95.5,194.0,97.5,154.0,94.5,379.0,0.0,93.5,68.0,97.5,99.0,173.0,98.5,96.5,95.5,97.5,1282.0
arsenal-1.csv,91.5,98.5,94.5,98.5,164.0,98.5,144.5,96.5,102.0,73.5,0.0,98.5,94.5,98.5,93.5,168.5,35.0,443.0
atomsite.csv,91.5,98.5,194.0,98.5,95.5,98.5,379.0,96.5,89.5,97.5,97.5,99.0,96.5,98.5,96.5,365.0,196.0,2200.0
barracudamvc.csv,279.5,98.5,98.5,94.5,391.5,94.5,379.0,195.0,98.5,196.0,97.5,99.0,194.0,97.5,195.5,291.5,196.0,4960.5
emisview.csv,91.5,0.0,98.5,97.5,88.5,94.5,187.0,96.5,96.5,576.5,97.5,99.0,24.5,98.5,96.5,95.5,97.5,1957.0
findbugs.csv,379.0,98.5,98.5,99.0,194.0,98.5,185.0,96.5,98.5,196.0,95.5,99.0,94.5,98.5,294.0,291.5,196.0,3196.5
jitterbit.csv,379.0,98.5,98.5,99.0,178.0,98.5,280.5,195.0,98.5,97.5,93.5,99.0,94.5,98.5,294.0,291.5,196.0,4960.5
lite.csv,185.0,0.0,94.5,98.5,95.5,98.5,64.5,96.5,89.5,196.0,95.5,197.5,94.5,271.5,96.5,192.0,97.5,178.0
megasquirtavr.csv,377.0,98.5,93.5,99.0,194.0,98.5,283.5,195.0,98.5,196.0,95.5,99.0,94.5,98.5,610.0,192.0,792.5,3896.5
ontopia.csv,89.5,98.5,194.0,97.5,292.5,94.5,659.0,182.0,89.5,1309.0,97.5,2225.5,194.0,97.5,96.5,90.5,82.5,2466.0
openintents.csv,186.0,97.5,98.5,94.5,95.5,94.5,481.0,84.5,98.5,196.0,74.5,99.0,194.0,98.5,96.5,291.5,97.5,4123.5
rectracker.csv,379.0,98.5,98.5,98.5,391.5,98.5,379.0,195.0,98.5,1755.5,97.5,99.0,96.5,98.5,96.5,291.5,196.0,3978.5
stajistics.csv,91.5,98.5,98.5,98.5,194.5,94.5,379.0,195.0,98.5,196.0,97.5,872.5,194.0,98.5,96.5,194.0,97.5,4960.5
trackit.csv,282.5,95.5,0.0,81.5,292.5,98.5,667.0,168.0,89.5,731.5,95.5,99.0,96.5,84.5,93.5,192.0,170.0,0.0
wxlua.csv,377.0,98.5,98.5,99.0,291.5,98.5,185.0,267.5,96.5,335.0,95.5,99.0,194.0,98.5,118.0,93.5,265.5,1292.0
x4x.csv,89.5,98.5,248.5,99.0,391.5,98.5,673.0,187.0,98.5,97.5,97.5,99.0,96.5,98.5,195.5,192.0,196.0,3634.5
xharbour.csv,282.5,98.5,98.5,99.0,293.0,98.5,185.0,195.0,98.5,1466.0,97.5,99.0,194.0,186.0,96.5,291.5,196.0,4942.0
