,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.51,0.54,0.43,0.86,0.5,0.66,0.83,0.68,0.72,0.24,0.12,0.42,0.58,0.77,0.35,0.7,0.85
biopax.csv,0.92,1.0,1.0,1.0,0.95,0.74,1.0,0.96,0.97,1.0,1.0,0.97,0.79,0.94,1.0,0.83,1.0
ffigo.csv,0.0,0.17,0.0,0.59,0.1,0.01,0.0,0.0,0.13,0.2,0.0,0.07,0.79,0.0,0.52,0.15,0.0
freebios.csv,0.44,0.34,0.78,0.18,0.35,0.23,0.49,0.47,0.35,0.37,0.62,0.44,0.57,0.19,0.52,0.52,0.19
glelite.csv,0.97,0.9,0.92,0.88,0.85,0.89,1.0,1.0,0.83,0.72,1.0,0.97,0.91,0.99,0.96,0.77,0.93
gnupdate.csv,0.63,0.61,0.51,0.92,0.85,0.57,0.63,0.57,0.6,0.22,0.12,0.3,0.64,0.41,0.35,0.54,0.85
go.csv,0.73,0.73,0.51,0.88,0.8,0.72,0.8,0.85,0.85,0.44,0.12,0.51,0.68,0.65,0.74,0.52,0.74
gstreamer.csv,0.86,0.61,0.53,0.98,0.65,0.88,0.83,0.83,0.63,0.3,1.0,0.59,0.7,0.7,0.7,0.92,1.0
metacosm.csv,0.22,0.74,0.04,0.67,0.2,0.15,0.49,0.49,0.44,0.26,0.12,0.35,0.38,0.28,0.39,0.54,0.78
pcsx2.csv,0.77,0.6,0.73,0.76,0.9,0.59,0.83,0.91,0.73,0.43,0.25,0.71,0.22,0.69,0.7,0.68,0.93
pgui.csv,0.01,0.0,0.41,0.8,0.95,0.0,0.8,0.74,0.01,0.11,0.0,0.71,0.01,0.0,0.7,0.97,1.0
qse.csv,0.0,0.35,0.0,0.73,0.0,0.0,0.77,0.0,0.29,0.22,0.25,0.41,0.0,0.0,0.3,0.69,0.56
rebecca-aiml.csv,0.56,0.68,0.33,0.47,0.3,0.42,0.51,0.6,0.5,0.81,0.38,0.53,0.61,0.74,0.74,0.46,0.3
skia.csv,0.57,0.54,0.14,0.69,0.45,0.65,0.4,0.6,0.43,0.24,1.0,0.19,0.37,0.42,0.61,0.11,0.44
vars-redux.csv,0.71,0.48,0.22,0.86,0.6,0.55,0.66,0.72,0.61,0.83,0.88,0.61,0.63,0.65,0.74,0.31,0.63
wxjs.csv,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.0,0.02,0.31,1.0,0.09,0.0,0.0,0.13,0.01,0.0
yale.csv,1.0,0.48,0.9,0.55,1.0,0.97,0.31,0.79,0.83,0.78,0.25,0.69,0.79,0.58,0.74,0.41,0.48
