,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.1,0.0,0.1,0.18,0.26,0.17,0.21,0.1,0.25,0.2,0.0,0.0,0.17,0.12,0.43,0.92,0.1,0.25,0.24
blogentis.csv,0.1,0.44,0.03,0.15,0.47,0.14,1.0,0.35,0.09,0.03,0.42,0.06,0.14,0.55,0.4,0.23,0.19,0.08,0.43,0.26
carabiner.csv,0.0,0.55,0.02,0.14,0.38,0.18,0.54,0.34,0.27,0.09,0.49,0.19,0.07,0.55,0.26,0.38,0.27,0.14,0.4,0.98
continuum-ide.csv,0.0,0.39,0.01,0.17,0.25,0.29,0.18,0.2,0.0,0.5,0.47,0.22,0.11,0.3,1.0,0.09,0.22,0.0,0.0,0.16
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gtad.csv,1.0,0.05,0.0,0.09,0.04,0.25,0.36,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.24,0.15,0.0,0.0,0.08
htmlunit.csv,0.25,0.05,0.0,0.24,0.22,0.12,0.2,0.14,0.22,0.0,0.97,0.36,0.0,0.68,0.42,0.3,0.06,0.0,0.0,0.15
jaxen.csv,0.0,0.27,0.0,0.18,0.15,0.29,0.0,0.0,0.0,0.67,0.19,1.0,0.29,0.32,0.15,0.12,0.13,0.0,0.0,0.0
jsr308-langtools.csv,0.06,0.46,0.01,0.2,0.73,0.17,0.41,0.45,0.12,0.0,0.55,0.19,0.07,1.0,0.48,0.47,0.29,0.08,0.53,0.59
jvcl.csv,0.0,0.0,0.0,1.0,0.0,0.08,0.22,0.07,0.14,0.0,0.09,0.06,0.0,0.36,0.0,0.09,0.0,0.0,0.09,0.05
kaffeine.csv,0.06,0.54,0.02,0.18,0.98,0.17,0.41,0.64,0.2,0.05,0.57,0.17,0.09,0.79,0.48,0.38,0.31,0.15,0.57,0.57
m-m-m.csv,0.07,0.52,0.01,0.2,0.51,0.12,0.36,1.0,0.14,0.06,0.47,0.11,0.13,0.75,0.54,0.54,0.27,0.14,0.47,0.42
motu.csv,0.5,0.09,0.0,0.2,0.0,0.13,0.21,0.21,0.0,0.0,0.34,0.43,0.0,0.28,0.28,0.92,0.13,0.0,0.03,0.23
nh3d.csv,0.0,0.0,1.0,0.0,0.0,0.29,0.08,0.0,0.25,0.0,0.04,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.09
sarasvati.csv,0.0,0.4,0.0,0.0,0.45,1.0,0.08,0.04,0.1,0.0,0.3,0.36,0.06,0.39,0.14,0.29,0.27,0.2,0.25,0.0
stemkit.csv,0.0,0.04,0.0,0.16,0.41,0.0,0.18,0.24,0.22,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.42,0.08
taokgame.csv,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.0,0.95,0.0,0.0,0.06,0.0,0.0,0.0,0.27,0.15,0.0,0.19,0.25
wgs-assembler.csv,0.0,0.97,0.04,0.08,0.15,0.19,0.0,0.38,0.22,0.14,0.11,0.0,0.09,0.22,0.14,0.15,0.23,0.11,0.47,0.13
zabbix.csv,0.07,0.53,0.02,0.17,0.79,0.12,0.38,0.78,0.21,0.05,0.48,0.15,0.11,0.82,0.38,0.33,0.29,0.15,0.98,0.3
