,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.06,0.0,0.22,0.12,0.31,0.15,0.15,0.12,0.98,0.16,0.0,0.0,0.12,0.14,0.63,0.88,0.2,0.29,0.21
blogentis.csv,0.54,0.52,0.67,0.35,0.23,0.31,1.0,0.26,0.23,0.27,0.48,0.36,0.64,0.45,0.45,0.27,0.28,0.2,0.33,0.36
carabiner.csv,0.0,0.62,0.13,0.44,0.28,0.57,0.68,0.26,0.71,0.91,0.55,0.62,0.35,0.47,0.36,0.62,0.5,0.37,0.33,0.96
continuum-ide.csv,0.0,0.4,0.28,0.29,0.17,0.41,0.15,0.14,0.0,0.99,0.44,0.24,0.2,0.24,1.0,0.1,0.23,0.0,0.0,0.11
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gtad.csv,1.0,0.04,0.0,0.07,0.02,0.22,0.29,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.18,0.12,0.0,0.0,0.06
htmlunit.csv,0.55,0.04,0.0,0.58,0.15,0.31,0.15,0.1,0.24,0.0,0.96,0.45,0.0,0.61,0.45,0.35,0.12,0.0,0.0,0.11
jaxen.csv,0.0,0.21,0.0,0.23,0.1,0.22,0.0,0.0,0.0,1.0,0.12,1.0,0.38,0.24,0.14,0.1,0.12,0.0,0.0,0.0
jsr308-langtools.csv,0.52,0.56,0.25,0.36,0.62,0.57,0.55,0.34,0.33,0.0,0.63,0.75,0.36,1.0,0.62,0.75,0.56,0.2,0.48,0.63
jvcl.csv,0.0,0.0,0.0,1.0,0.0,0.11,0.2,0.05,0.12,0.0,0.07,0.35,0.0,0.27,0.0,0.1,0.0,0.0,0.06,0.06
kaffeine.csv,0.24,0.27,0.0,0.05,0.97,0.71,0.59,0.41,0.47,0.71,0.74,0.72,0.29,0.7,0.21,0.58,0.62,0.3,0.0,0.76
m-m-m.csv,0.56,0.41,0.42,0.55,0.4,0.53,0.53,1.0,0.45,0.82,0.27,0.09,0.66,0.46,0.7,0.79,0.24,0.51,0.3,0.53
motu.csv,0.55,0.06,0.0,0.56,0.0,0.11,0.15,0.15,0.0,0.0,0.3,0.65,0.0,0.2,0.28,0.93,0.12,0.0,0.02,0.17
nh3d.csv,0.0,0.0,1.0,0.0,0.0,0.22,0.05,0.0,0.24,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.06,0.06
sarasvati.csv,0.0,0.46,0.0,0.0,0.29,1.0,0.05,0.02,0.12,0.0,0.39,0.81,0.2,0.35,0.14,0.41,0.57,0.71,0.21,0.0
stemkit.csv,0.0,0.04,0.0,0.23,0.21,0.0,0.2,0.17,0.24,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.34,0.06
taokgame.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.92,0.0,0.0,0.23,0.0,0.0,0.0,0.41,0.17,0.0,0.17,0.34
wgs-assembler.csv,0.0,0.96,0.29,0.14,0.1,0.49,0.0,0.28,0.44,0.95,0.09,0.0,0.2,0.16,0.14,0.18,0.37,0.2,0.4,0.11
zabbix.csv,0.65,0.63,0.42,0.29,0.47,0.57,0.54,0.57,0.59,0.71,0.63,0.69,0.55,0.8,0.38,0.55,0.58,0.52,0.98,0.39
