,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.23,0.39,0.12,0.77,0.17,0.78,0.95,0.9
decidr.csv,0.38,0.5,0.69,0.91,0.22,0.76,0.76,0.97
exist.csv,0.26,0.82,0.69,0.74,0.49,0.28,0.97,0.8
ivatamasks.csv,0.28,0.8,0.67,0.94,0.69,0.72,0.88,0.9
libopenmetaverse.csv,1.0,1.0,1.0,0.34,1.0,0.49,0.73,0.29
mule.csv,0.11,0.37,0.21,0.63,0.05,0.98,0.47,0.9
runuomondains.csv,0.6,0.46,0.08,0.2,0.61,0.48,0.15,0.22
