,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.62,0.5,0.5,0.59,0.71,0.47,0.53,0.51,0.64,0.5,0.94,0.63,0.38,0.47,0.61,0.49,0.55,0.63,0.49,0.8
apertium.csv,0.36,0.92,0.56,0.76,0.43,0.44,0.47,0.0,0.44,0.47,0.54,0.83,0.77,0.38,0.86,0.47,0.39,0.86,0.0,0.4
beast-mcmc.csv,0.53,0.39,0.41,0.5,0.56,0.41,0.45,0.39,0.51,0.41,0.4,0.42,0.35,0.37,0.38,0.41,0.54,0.48,0.47,0.37
bigdata.csv,0.77,0.82,0.52,0.64,0.49,0.58,0.6,0.37,0.46,0.68,0.75,0.41,0.42,0.44,0.35,0.47,0.59,0.86,0.91,0.38
cuberok.csv,0.65,0.39,0.68,0.62,0.74,0.44,0.48,0.56,0.46,0.59,0.63,0.44,0.35,0.64,0.52,0.47,0.5,0.69,0.45,0.5
exist.csv,0.37,0.36,0.41,0.4,0.42,0.38,0.35,0.37,0.37,0.43,0.42,0.33,0.39,0.39,0.33,0.45,0.36,0.42,0.45,0.33
icescrum.csv,0.51,0.53,0.54,0.7,0.52,0.55,0.45,0.41,0.46,0.46,0.47,0.8,0.69,0.39,0.67,0.53,0.4,0.47,0.5,0.53
jbasic.csv,0.4,0.46,0.45,0.65,0.47,0.49,0.41,0.48,0.41,0.5,0.43,0.43,0.36,0.39,0.88,0.52,0.34,0.43,0.48,0.36
jgnash.csv,0.44,0.5,0.48,0.42,0.39,0.61,0.46,0.41,0.6,0.52,0.67,0.37,0.49,0.75,0.34,0.47,0.4,0.42,0.62,0.31
jrefactory.csv,0.4,0.5,0.5,0.54,0.62,0.71,0.69,0.4,0.56,0.47,0.41,0.41,0.94,0.57,0.38,0.55,0.34,0.42,0.48,0.5
jsecurity.csv,0.82,0.52,0.46,0.43,0.93,0.44,0.54,0.48,0.42,0.64,0.65,0.8,0.46,0.52,0.73,0.67,0.83,0.62,0.78,0.88
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.5,0.36,0.42,0.41,0.43,0.43,0.41,0.44,0.35,0.35,0.4,0.32,0.47,0.47,0.32
mobicents.csv,0.38,0.41,0.41,0.54,0.53,0.43,0.44,0.45,0.43,0.43,0.57,0.46,0.37,0.35,0.54,0.41,0.35,0.46,0.48,0.34
mp-rechnungs-und-kundenverwaltung.csv,0.36,0.51,0.52,0.55,0.66,0.89,0.56,0.4,0.83,0.43,0.47,0.8,0.95,0.47,0.5,0.47,0.54,0.46,0.67,0.62
opendvr.csv,0.52,0.46,0.56,0.68,0.63,0.35,0.46,0.92,0.4,0.52,0.67,0.73,0.38,0.36,0.6,0.41,0.75,0.79,0.78,0.56
openefm.csv,0.43,0.5,0.45,0.59,0.83,0.73,0.43,0.42,0.6,0.94,0.61,0.73,0.51,0.49,0.56,0.93,0.88,0.49,0.53,0.42
sidekar.csv,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
wheat.csv,0.6,0.45,0.74,0.67,0.72,0.54,0.52,0.42,0.49,0.65,0.48,0.69,0.37,0.45,0.46,0.6,0.89,0.59,0.48,0.52
wsmt.csv,0.98,0.89,0.93,0.96,0.83,0.75,0.83,0.75,0.97,0.95,0.89,0.83,0.89,0.94,0.89,0.83,0.65,0.93,0.89,0.55
yarp0.csv,0.36,0.44,0.46,0.49,0.52,0.4,0.48,0.42,0.61,0.44,0.46,0.5,0.47,0.35,0.48,0.48,0.37,0.45,0.46,0.57
