,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.53,0.76,0.66,0.82,0.55,0.6,0.66,0.66,0.6,0.88,0.22,0.58,0.92,0.72,0.46,0.81,0.37,0.23,0.83,0.09
apertium.csv,0.61,0.07,0.24,0.15,0.32,0.49,0.33,0.0,0.56,0.39,0.29,0.13,0.08,0.54,0.12,0.46,0.67,0.2,0.0,0.44
beast-mcmc.csv,0.24,0.52,0.79,0.44,0.53,0.6,0.44,0.69,0.54,0.42,0.83,0.87,0.93,0.76,0.54,0.46,0.43,0.55,0.75,0.75
bigdata.csv,0.2,0.09,0.37,0.25,0.5,0.34,0.35,1.0,0.39,0.15,0.05,0.71,0.41,0.41,1.0,0.51,0.33,0.12,0.32,0.56
cuberok.csv,0.25,0.58,0.39,0.34,0.18,0.8,0.44,0.29,0.46,0.2,0.28,0.63,0.87,0.38,0.5,0.43,0.37,0.2,0.98,0.31
exist.csv,0.66,0.93,0.84,0.44,0.29,0.71,0.85,0.69,0.79,0.59,0.76,0.68,0.28,0.71,0.75,0.3,0.93,0.39,0.87,0.72
icescrum.csv,0.3,0.3,0.29,0.23,0.18,0.29,0.38,0.34,0.48,0.32,0.36,0.16,0.13,0.48,0.08,0.24,0.93,0.29,0.28,0.16
jbasic.csv,0.66,0.46,0.82,0.4,0.66,0.63,0.73,0.4,0.65,0.36,0.9,0.53,0.89,0.79,0.21,0.22,0.77,0.58,0.87,0.78
jgnash.csv,0.49,0.36,0.37,0.47,0.58,0.31,0.49,0.6,0.2,0.17,0.17,0.47,0.27,0.18,0.67,0.46,0.7,0.41,0.17,0.88
jrefactory.csv,0.77,0.72,0.39,0.83,0.58,0.26,0.42,0.63,0.73,0.64,0.91,0.55,0.04,0.42,0.62,0.57,0.93,0.36,0.42,0.53
jsecurity.csv,0.15,0.19,0.55,0.28,0.11,0.43,0.29,0.49,0.64,0.12,0.22,0.18,0.41,0.42,0.21,0.14,0.23,0.14,0.11,0.12
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.29,1.0,0.91,0.99,1.0,0.78,0.89,0.54,1.0,1.0,1.0,1.0,0.74,0.49,0.97
mobicents.csv,0.59,0.57,0.61,0.24,0.13,0.71,0.33,0.77,0.37,0.65,0.38,0.66,0.73,0.62,0.54,0.43,0.83,0.71,0.83,0.94
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.34,0.61,0.73,0.32,0.09,0.35,0.26,0.23,0.97,0.52,0.03,0.06,0.33,0.0,0.54,0.47,0.15,0.11,0.22
opendvr.csv,0.3,0.39,0.45,0.15,0.24,1.0,0.34,0.2,0.59,0.53,0.26,0.24,0.69,0.69,0.29,0.7,0.2,0.44,0.25,0.22
openefm.csv,0.7,0.31,0.84,0.31,0.05,0.17,0.72,0.37,0.49,0.12,0.29,0.18,0.34,0.72,0.29,0.03,0.27,0.26,0.23,0.59
sidekar.csv,0.0,0.19,0.0,0.0,0.24,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
wheat.csv,0.45,0.51,0.5,0.38,0.26,0.69,0.56,0.37,0.54,0.59,0.57,0.24,0.88,0.66,0.33,0.62,0.13,0.3,0.55,0.38
wsmt.csv,0.23,0.37,0.26,0.13,0.0,0.0,0.38,0.11,0.19,0.14,0.28,0.39,0.38,0.13,0.21,0.49,0.13,0.15,0.13,0.53
yarp0.csv,0.82,0.7,0.76,0.85,0.5,0.77,0.4,0.71,0.27,0.94,0.5,0.24,0.45,0.84,0.42,0.62,0.93,0.45,0.34,0.38
