,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.78,0.84,0.69,0.9,0.66,0.69,0.72,0.71,0.77,0.9,0.87,0.76,0.92,0.79,0.73,0.83,0.43,0.33,0.83,0.9
apertium.csv,0.67,0.76,0.73,0.68,0.62,0.72,0.64,0.95,0.76,0.45,0.35,0.95,0.75,0.6,0.87,0.76,0.92,0.8,1.0,0.61
beast-mcmc.csv,0.37,0.59,0.86,0.51,0.66,0.67,0.6,0.78,0.61,0.54,0.84,0.9,0.93,0.77,0.6,0.55,0.76,0.62,0.78,0.76
bigdata.csv,0.7,0.67,0.73,0.57,0.61,0.58,0.73,1.0,0.59,0.78,0.96,0.8,0.59,0.67,1.0,0.56,0.5,0.67,0.79,0.7
cuberok.csv,0.53,0.63,0.9,0.66,0.77,0.84,0.69,0.43,0.56,0.7,0.62,0.81,0.87,0.8,0.79,0.62,0.63,0.71,0.98,0.66
exist.csv,0.67,0.93,0.86,0.5,0.45,0.76,0.85,0.72,0.79,0.61,0.9,0.7,0.34,0.74,0.78,0.64,0.98,0.61,0.87,0.79
icescrum.csv,0.4,0.6,0.73,0.66,0.49,0.78,0.57,0.64,0.6,0.42,0.54,0.77,0.68,0.55,0.54,0.66,1.14,0.7,0.82,0.4
jbasic.csv,0.68,0.63,0.96,0.65,0.67,0.72,0.75,0.57,0.68,0.42,0.9,0.73,0.9,0.82,0.92,0.63,0.96,0.67,0.88,0.79
jgnash.csv,0.65,0.53,0.76,0.52,0.64,0.74,0.65,0.73,0.41,0.76,0.82,0.64,0.62,0.72,0.74,0.59,0.72,0.64,0.84,0.88
jrefactory.csv,0.8,0.79,0.46,0.88,0.83,0.9,0.77,0.75,0.92,0.68,0.92,0.58,0.88,0.63,0.74,0.77,0.93,0.65,0.72,0.68
jsecurity.csv,0.65,0.49,0.82,0.42,0.83,0.6,0.62,0.8,0.67,0.79,0.87,0.83,0.54,0.7,0.81,0.75,0.89,0.72,0.87,0.8
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.48,1.0,0.93,0.99,1.0,0.78,0.9,0.71,1.0,1.0,1.0,1.0,0.77,0.88,0.97
mobicents.csv,0.6,0.61,0.78,0.54,0.5,0.81,0.46,0.78,0.51,0.66,0.55,0.76,0.73,0.64,0.71,0.59,0.84,0.77,0.83,0.94
mp-rechnungs-und-kundenverwaltung.csv,0.88,0.62,0.77,0.81,0.55,0.84,0.58,0.56,0.72,0.97,0.52,0.75,0.87,0.49,0.93,0.68,0.55,0.58,0.87,0.72
opendvr.csv,0.45,0.55,0.77,0.61,0.6,1.0,0.54,0.75,0.65,0.66,0.69,0.67,0.7,0.73,0.61,0.77,0.85,0.81,0.44,0.57
openefm.csv,0.79,0.48,0.86,0.53,0.94,0.77,0.74,0.62,0.66,0.87,0.38,0.77,0.51,0.81,0.67,0.95,1.03,0.62,0.81,0.65
sidekar.csv,1.0,0.67,1.0,1.0,0.31,1.0,1.0,0.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wheat.csv,0.62,0.66,0.91,0.6,0.61,0.87,0.69,0.62,0.72,0.74,0.59,0.79,0.89,0.75,0.44,0.75,0.87,0.48,0.68,0.49
wsmt.csv,0.82,0.76,0.94,0.88,0.91,0.89,0.77,1.01,0.82,0.82,0.96,0.9,0.87,0.9,0.88,0.81,0.26,0.89,0.92,0.91
yarp0.csv,0.84,0.76,0.8,0.87,0.57,0.82,0.54,0.82,0.59,0.94,0.51,0.39,0.54,0.85,0.62,0.74,0.98,0.58,0.8,0.65
