,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.3,0.4,0.7,0.24,0.65,0.59,0.61,0.52,0.21,0.6,0.19,0.35,0.69,0.41,0.47,0.84,0.74,0.71,0.48,0.17
apertium.csv,0.43,0.35,0.42,0.34,0.57,0.49,0.51,0.09,0.2,0.71,0.65,0.09,0.38,0.51,0.23,0.55,0.38,0.29,0.0,0.5
beast-mcmc.csv,0.61,0.52,0.59,0.41,0.63,0.61,0.59,0.47,0.3,0.63,0.46,0.39,0.72,0.5,0.68,0.79,0.43,0.55,0.45,0.57
bigdata.csv,0.36,0.44,0.45,0.38,0.67,0.57,0.43,0.56,0.29,0.34,0.07,0.38,0.61,0.4,0.7,0.84,0.66,0.44,0.27,0.46
cuberok.csv,0.48,0.52,0.26,0.3,0.37,0.59,0.5,0.64,0.31,0.43,0.42,0.33,0.72,0.28,0.43,0.69,0.54,0.39,0.46,0.43
exist.csv,0.49,0.48,0.66,0.42,0.72,0.61,0.67,0.54,0.3,0.68,0.32,0.5,0.8,0.47,0.65,0.59,0.57,0.49,0.47,0.47
icescrum.csv,0.58,0.46,0.43,0.32,0.66,0.36,0.59,0.45,0.29,0.71,0.49,0.31,0.46,0.52,0.6,0.55,0.32,0.4,0.24,0.67
jbasic.csv,0.46,0.46,0.47,0.3,0.77,0.57,0.64,0.53,0.29,0.73,0.48,0.36,0.73,0.46,0.17,0.57,0.41,0.51,0.44,0.56
jgnash.csv,0.4,0.52,0.41,0.41,0.71,0.41,0.56,0.46,0.46,0.36,0.25,0.42,0.53,0.35,0.6,0.74,0.68,0.47,0.23,0.53
jrefactory.csv,0.41,0.43,0.74,0.27,0.46,0.2,0.41,0.46,0.15,0.63,0.44,0.52,0.22,0.43,0.57,0.62,0.7,0.45,0.34,0.47
jsecurity.csv,0.41,0.56,0.43,0.47,0.28,0.58,0.52,0.34,0.29,0.33,0.19,0.23,0.66,0.38,0.31,0.41,0.21,0.39,0.19,0.3
libopenmetaverse.csv,0.42,0.5,0.73,0.32,0.79,0.65,0.67,0.5,0.26,0.66,0.51,0.46,0.55,0.47,0.7,0.94,0.7,0.52,0.22,0.55
mobicents.csv,0.5,0.54,0.52,0.4,0.65,0.53,0.69,0.58,0.34,0.7,0.48,0.39,0.75,0.52,0.54,0.72,0.7,0.5,0.48,0.52
mp-rechnungs-und-kundenverwaltung.csv,0.4,0.44,0.53,0.28,0.63,0.27,0.57,0.52,0.24,0.66,0.59,0.38,0.23,0.54,0.13,0.71,0.68,0.52,0.19,0.37
opendvr.csv,0.54,0.51,0.44,0.4,0.57,0.63,0.61,0.34,0.28,0.56,0.37,0.39,0.74,0.46,0.54,0.76,0.26,0.31,0.57,0.51
openefm.csv,0.36,0.56,0.67,0.39,0.11,0.35,0.66,0.48,0.25,0.22,0.62,0.3,0.66,0.39,0.48,0.09,0.0,0.47,0.26,0.54
sidekar.csv,0.0,0.41,0.0,0.0,0.82,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0
wheat.csv,0.42,0.44,0.29,0.34,0.56,0.44,0.55,0.48,0.22,0.51,0.53,0.28,0.71,0.42,0.71,0.69,0.23,0.6,0.41,0.59
wsmt.csv,0.23,0.32,0.15,0.15,0.17,0.2,0.39,0.0,0.17,0.29,0.09,0.18,0.29,0.15,0.22,0.49,0.82,0.18,0.13,0.24
yarp0.csv,0.41,0.45,0.66,0.31,0.72,0.58,0.63,0.43,0.32,0.63,0.6,0.61,0.68,0.48,0.57,0.7,0.55,0.54,0.26,0.45
