,f1,g,recall,precision,pf,wins
ambulant.csv,0.5,0.49,0.665,0.43999999999999995,0.63,7
apertium.csv,0.4,0.4,0.385,0.52,0.305,5
beast-mcmc.csv,0.56,0.585,0.715,0.475,0.545,19
bigdata.csv,0.44,0.445,0.51,0.53,0.36,10
cuberok.csv,0.43,0.47,0.48,0.45999999999999996,0.385,6
exist.csv,0.52,0.56,0.79,0.435,0.71,13
icescrum.csv,0.46,0.495,0.455,0.46499999999999997,0.29,11
jbasic.csv,0.475,0.535,0.7250000000000001,0.395,0.655,8
jgnash.csv,0.46,0.545,0.575,0.445,0.435,12
jrefactory.csv,0.445,0.485,0.585,0.385,0.575,4
jsecurity.csv,0.36,0.355,0.32499999999999996,0.495,0.215,3
libopenmetaverse.csv,0.535,0.09,0.995,0.39,0.98,2
mobicents.csv,0.525,0.57,0.7,0.42,0.615,14
mp-rechnungs-und-kundenverwaltung.csv,0.48,0.49,0.515,0.545,0.325,17
opendvr.csv,0.51,0.5,0.5249999999999999,0.495,0.32,18
openefm.csv,0.39,0.49,0.53,0.505,0.3,15
sidekar.csv,0.0,0.0,0.0,0.0,0.0,0
wheat.csv,0.45999999999999996,0.53,0.575,0.435,0.505,9
wsmt.csv,0.19,0.195,0.165,0.32,0.2,1
yarp0.csv,0.56,0.525,0.695,0.46,0.56,16
