,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,21.0,1.0,0.0,11.0,1.0,1.0,0.0,4.0,57.0,0.0,4.0,3.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0
apertium.csv,7.0,1.0,0.0,9.0,3.0,2.0,0.0,0.0,17.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,3.0,74.0,0.0
beast-mcmc.csv,0.0,0.0,0.0,9.0,1.0,1.0,0.0,6.0,33.0,6.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
bigdata.csv,7.0,0.0,0.0,9.0,0.0,1.0,1.0,4.0,9.0,0.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0
cuberok.csv,10.0,3.0,0.0,17.0,3.0,1.0,3.0,1.0,14.0,2.0,2.0,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
exist.csv,0.0,11.0,0.0,5.0,2.0,1.0,0.0,3.0,42.0,4.0,16.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0
icescrum.csv,6.0,0.0,3.0,4.0,0.0,1.0,0.0,3.0,18.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,1.0
jbasic.csv,7.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,27.0,0.0,8.0,8.0,11.0,9.0,3.0,1.0,0.0,0.0,0.0,2.0
jgnash.csv,2.0,0.0,0.0,10.0,0.0,2.0,0.0,5.0,2.0,3.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,5.0,1.0
jrefactory.csv,10.0,1.0,1.0,11.0,1.0,3.0,0.0,3.0,58.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,2.0
jsecurity.csv,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,35.0,2.0,0.0,5.0,9.0,6.0,3.0,0.0,0.0,4.0,4.0,2.0
libopenmetaverse.csv,12.0,1.0,0.0,11.0,1.0,0.0,0.0,4.0,68.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,9.0,3.0
mobicents.csv,6.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,15.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
mp-rechnungs-und-kundenverwaltung.csv,18.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0
opendvr.csv,7.0,0.0,4.0,3.0,4.0,1.0,2.0,6.0,19.0,11.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0
openefm.csv,9.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,36.0,0.0,1.0,5.0,6.0,0.0,1.0,0.0,64.0,0.0,1.0,1.0
sidekar.csv,241.0,1.0,88.0,207.0,0.0,70.0,508.0,2.0,169.0,128.0,82.0,53.0,196.0,148.0,51.0,304.0,64.0,106.0,0.0,50.0
wheat.csv,7.0,0.0,1.0,13.0,0.0,5.0,0.0,3.0,29.0,0.0,3.0,1.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
wsmt.csv,9.0,1.0,1.0,13.0,0.0,0.0,0.0,56.0,16.0,0.0,10.0,2.0,6.0,2.0,3.0,0.0,0.0,4.0,3.0,8.0
yarp0.csv,12.0,8.0,3.0,10.0,1.0,0.0,0.0,8.0,8.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0
