,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.75,0.89,0.93,0.0,0.0,0.69,0.55,0.96,0.88,0.47,0.0,0.55,0.56,0.75,0.47
atlc.csv,0.63,0.77,0.57,0.4,0.47,0.58,0.41,0.44,0.42,0.55,0.42,0.51,0.49,0.51,0.5
ipfilter.csv,0.44,0.69,0.57,0.36,0.66,0.47,0.35,0.47,0.39,0.61,0.4,0.54,0.48,0.49,0.44
liferea.csv,0.47,0.4,0.39,0.46,0.73,0.42,0.38,0.53,0.77,0.43,0.43,0.47,0.4,0.48,0.37
miranda-icq.csv,0.56,0.54,0.5,0.36,0.42,0.4,0.94,0.47,0.44,0.44,0.96,0.6,0.41,0.45,0.48
opensim4opencog.csv,0.54,0.36,0.37,0.35,0.47,0.32,0.28,0.48,0.88,0.32,0.39,0.33,0.37,0.48,0.34
pclasses.csv,0.7,0.47,0.8,0.67,0.0,0.88,0.92,0.61,0.5,0.9,0.0,0.0,0.65,0.69,0.88
pfaedit.csv,0.75,0.63,0.46,0.86,0.0,0.6,0.36,0.85,0.5,0.35,0.92,0.0,0.47,0.73,0.67
psrchive.csv,0.71,0.73,0.58,0.39,0.43,0.57,0.49,0.63,0.8,0.51,0.51,0.43,0.43,0.63,0.4
theresa.csv,0.5,0.38,0.41,0.89,0.8,0.5,0.35,0.69,0.0,0.52,0.34,0.45,0.4,0.54,0.34
thrust.csv,0.5,0.8,0.83,0.8,0.8,0.5,0.95,0.76,0.76,0.92,0.93,0.97,0.95,0.79,0.95
tktoolkit.csv,0.48,0.39,0.48,0.48,0.75,0.42,0.32,0.42,0.45,0.45,0.8,0.43,0.4,0.49,0.41
tzod.csv,0.56,0.41,0.39,0.36,0.5,0.57,0.47,0.6,0.86,0.52,0.36,0.38,0.33,0.48,0.36
yaprm.csv,0.5,0.59,0.45,0.0,0.0,0.52,0.9,0.84,0.62,0.42,0.62,0.83,0.42,0.61,0.8
