,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.75,0.8,0.73,0.64,0.75
n2cms.csv,0.62,0.69,0.45,0.45,0.43
nassp.csv,0.92,0.77,0.83,0.73,0.0
nug.csv,0.73,0.8,0.76,0.71,0.8
oorexx.csv,0.5,0.42,0.33,0.4,0.48
