,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.08,1.0,0.24,0.5,0.08
n2cms.csv,0.94,0.43,0.35,0.58,0.5
nassp.csv,0.12,0.36,0.12,0.92,0.03
nug.csv,0.35,0.21,1.0,0.33,0.28
oorexx.csv,0.44,0.71,0.53,1.0,0.92
