,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.9,0.75,0.88,0.94,0.71,0.39,0.42,0.46,0.72,0.92,0.67,0.89
gamestone.csv,0.06,0.88,0.14,0.39,0.21,0.0,0.27,0.14,0.39,0.08,0.06,0.58
gbif-providertoolkit.csv,0.7,0.0,0.5,0.26,0.64,0.06,0.58,0.4,0.11,0.62,0.4,0.11
heekscad.csv,0.75,0.62,0.71,0.61,0.71,0.49,0.62,0.48,0.42,1.0,0.83,0.78
igarden.csv,0.64,0.5,0.43,0.68,0.57,0.59,0.42,0.35,0.26,1.0,0.62,0.69
levent.csv,0.79,0.12,0.45,0.29,0.86,0.73,0.65,0.17,0.06,0.38,0.48,0.07
libmesh.csv,0.7,0.0,0.36,0.35,0.43,0.0,0.85,0.75,0.29,0.08,0.44,0.16
openmsx.csv,0.91,0.88,0.3,0.9,0.64,0.57,0.62,0.55,0.65,0.15,0.23,0.09
pnotepad.csv,0.58,0.88,0.88,1.0,0.79,0.63,0.65,0.52,0.74,1.0,0.9,0.96
quark.csv,0.3,0.12,0.29,0.03,0.14,0.02,0.04,0.03,0.02,0.85,0.15,0.33
tango-cs.csv,0.73,0.62,0.73,0.81,0.79,0.65,0.12,0.57,0.65,1.0,0.38,0.58
xcsoar.csv,0.65,0.25,0.71,0.65,0.71,0.37,0.27,0.38,0.5,1.0,0.25,0.53
