,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.66,0.13,0.51,0.31,0.23,0.86,0.38,0.49,0.83,0.32,0.84,0.39
gamestone.csv,0.83,0.54,0.42,0.36,0.19,0.0,0.27,0.38,0.76,0.08,0.75,0.39
gbif-providertoolkit.csv,0.59,0.0,0.51,0.28,0.33,0.75,0.62,0.43,0.56,0.28,0.76,0.38
heekscad.csv,0.83,0.29,0.62,0.37,0.22,0.8,0.36,0.55,0.77,0.28,0.87,0.47
igarden.csv,0.78,0.19,0.59,0.49,0.29,0.85,0.42,0.52,0.88,0.39,0.94,0.39
levent.csv,0.62,0.05,0.52,0.32,0.23,0.82,0.5,0.33,0.83,0.42,0.77,0.6
libmesh.csv,0.57,0.0,0.29,0.22,0.25,0.0,0.52,0.41,0.7,0.08,0.72,0.47
openmsx.csv,0.62,0.14,0.36,0.33,0.22,0.67,0.37,0.53,0.76,0.18,0.65,0.44
pnotepad.csv,0.83,0.17,0.49,0.31,0.16,0.74,0.38,0.35,0.8,0.2,1.0,0.42
quark.csv,0.96,0.5,0.89,1.0,0.25,1.0,0.12,0.4,1.0,0.5,1.0,0.34
tango-cs.csv,0.62,0.2,0.46,0.3,0.17,0.73,0.21,0.37,0.78,0.2,0.75,0.54
xcsoar.csv,0.82,0.2,0.71,0.36,0.26,0.75,0.27,0.4,0.83,0.2,1.0,0.43
