,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.48,0.0,0.42,0.65,0.51,0.0,0.68,0.06,0.49,0.52,0.82,0.39
emite.csv,0.63,1.0,0.68,0.76,0.85,0.68,0.76,0.33,0.3,0.87,0.0,0.47
geogebra.csv,0.52,0.58,0.15,0.17,0.66,0.24,0.07,0.26,0.71,0.09,0.7,0.01
hibernate.csv,0.09,0.17,0.41,0.54,0.08,0.24,0.1,0.3,0.0,0.16,0.12,0.42
httpcontentparser.csv,0.28,0.5,0.0,0.13,0.6,0.18,0.03,0.13,0.14,0.2,0.18,0.49
megameknet.csv,0.6,0.46,0.21,0.27,0.69,0.39,0.01,0.62,0.33,0.35,0.35,0.56
myfaces.csv,0.97,1.0,0.8,0.01,0.88,1.0,0.86,0.64,0.94,0.96,1.0,0.91
ns-3.csv,0.01,0.83,0.43,0.73,0.64,0.89,0.46,0.44,0.4,0.44,0.12,0.38
ondex.csv,0.0,0.0,0.12,0.11,0.02,0.05,0.1,0.0,0.23,0.03,0.32,0.06
pixel-commandos.csv,0.01,0.0,0.02,0.03,0.02,0.0,0.02,0.04,0.04,0.0,0.0,0.01
rsyslog.csv,0.27,0.0,0.27,0.32,0.25,0.42,0.16,0.28,0.23,0.3,0.18,0.31
wow-qrsk.csv,0.05,0.0,0.58,0.29,0.0,0.0,0.11,0.66,0.12,0.21,0.2,0.43
