,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.58,0.0,0.86,0.71,0.7,0.37,0.76,0.9,0.81,0.47,0.48,0.93
emite.csv,0.57,0.53,0.55,0.53,0.53,0.54,0.66,0.73,0.66,0.47,0.55,0.69
geogebra.csv,0.66,0.62,0.96,0.75,0.55,0.7,0.69,0.72,0.56,0.88,0.59,0.76
hibernate.csv,0.95,0.54,0.89,0.59,0.99,0.96,0.95,0.63,0.75,0.8,0.86,0.6
httpcontentparser.csv,0.88,0.77,0.95,0.98,0.67,0.95,0.9,0.97,0.99,0.94,0.9,0.68
megameknet.csv,0.56,0.52,0.89,0.6,0.52,0.5,0.72,0.44,0.7,0.79,0.94,0.52
myfaces.csv,0.42,0.52,0.5,0.94,0.48,0.29,0.55,0.47,0.47,0.44,0.39,0.44
ns-3.csv,0.49,0.55,0.43,0.45,0.45,0.32,0.58,0.62,0.55,0.52,0.79,0.57
ondex.csv,0.0,0.75,0.96,0.98,0.98,0.92,0.97,0.97,0.97,0.67,0.86,0.98
pixel-commandos.csv,0.88,0.75,0.83,0.94,0.98,0.0,0.9,0.86,0.97,0.75,0.0,0.92
rsyslog.csv,0.64,0.58,0.7,0.6,0.51,0.39,0.57,0.64,0.6,0.6,0.93,0.48
wow-qrsk.csv,0.83,0.75,0.51,0.64,0.83,0.75,0.75,0.4,0.79,0.68,0.93,0.65
