,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.77,0.59,0.85,0.39,0.35,0.76,0.54,0.61,0.84,0.75,0.53
gabel.csv,0.95,0.73,0.78,0.63,0.21,0.81,0.62,0.81,0.88,0.69,0.86
javaprofiler.csv,0.84,0.82,0.96,0.7,0.78,0.98,1.0,0.94,0.5,0.91,0.43
jmoney.csv,0.18,0.72,0.8,0.66,0.44,0.94,0.72,0.68,0.6,0.66,0.79
mycila.csv,0.46,0.72,0.82,0.97,0.59,0.4,0.6,0.8,0.95,0.79,0.88
neodatis-odb.csv,0.61,0.82,0.44,0.65,0.84,0.61,0.92,0.85,0.94,0.85,0.7
servicestack.csv,0.95,0.98,0.77,0.97,1.0,0.93,0.91,0.97,0.4,0.93,0.93
sqlpower-library.csv,0.86,0.44,0.7,0.92,0.63,0.71,0.97,0.63,0.53,0.89,0.48
synecdoche.csv,0.4,0.96,0.84,0.97,0.66,0.74,0.55,0.7,0.8,0.49,0.84
tmva.csv,0.68,1.0,0.91,0.56,0.94,0.95,0.34,0.98,1.0,0.65,0.94
unicase.csv,0.83,0.62,0.8,0.76,0.6,0.62,0.81,0.47,0.67,0.83,0.99
