,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.76,0.96,0.37,0.22,0.24
aime.csv,0.53,0.79,0.14,0.0,0.32
badtrinitycore.csv,0.0,0.67,0.35,0.37,0.15
electric-core.csv,0.6,0.85,0.41,0.19,0.19
olsrd.csv,0.59,0.94,0.31,0.18,0.18
