,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.8,0.83,0.45,0.32,0.35
aime.csv,0.59,0.73,0.16,0.0,0.43
badtrinitycore.csv,0.0,0.06,0.41,0.51,0.23
electric-core.csv,0.73,0.8,0.5,0.3,0.31
olsrd.csv,0.74,0.83,0.39,0.27,0.27
