,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.85,0.74,0.58,0.57,0.64
aime.csv,0.65,0.68,0.2,0.0,0.64
badtrinitycore.csv,0.0,0.03,0.49,0.81,0.5
electric-core.csv,0.92,0.75,0.63,0.68,0.79
olsrd.csv,1.0,0.74,0.55,0.6,0.5
