,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.6,0.56,0.6,0.59,0.62,0.03,0.1,0.63,0.51,0.44
fritzing.csv,0.8,0.64,0.72,0.59,0.88,0.02,0.29,0.3,0.6,0.54
jlinalg.csv,0.91,0.4,0.57,0.57,0.67,0.03,0.09,0.49,0.52,0.53
knowledge.csv,0.87,0.57,0.63,0.56,0.91,0.02,0.15,0.43,0.59,0.68
massiv.csv,0.21,0.39,0.43,0.0,0.0,0.33,0.0,0.56,0.0,0.0
multitude.csv,0.83,0.59,0.67,0.57,0.87,0.02,0.26,0.57,0.57,0.66
playerstage.csv,0.74,0.5,0.69,0.69,0.81,0.02,0.13,0.39,0.41,0.53
quarkplusplus.csv,0.84,0.63,0.59,0.45,0.78,0.02,0.09,0.46,0.61,0.66
rtrt-on-gpu.csv,0.67,0.49,0.61,0.59,0.8,0.01,0.58,0.06,0.43,0.58
superwaba.csv,0.08,0.65,0.53,0.24,0.54,0.02,0.1,0.61,0.07,0.25
