,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.26,0.37,0.31,0.27,0.18,0.12,0.32,0.19,0.22,0.17,0.57,0.09,0.46,0.16,0.22,0.06,0.34,0.16,0.25,0.34
cornerstone.csv,0.25,0.17,0.2,0.14,0.09,0.2,0.28,0.17,0.03,0.02,0.3,0.2,0.07,0.08,0.0,0.0,0.3,0.29,0.21,0.05
emeraldemu.csv,0.59,0.34,0.6,0.98,0.09,0.11,0.15,0.2,0.12,0.23,0.57,0.04,0.04,0.0,0.09,0.0,0.27,0.0,0.16,0.16
grafx2.csv,0.57,0.41,0.45,0.4,0.18,0.28,0.35,0.3,0.3,0.19,0.55,0.5,0.41,0.16,0.72,0.25,0.51,0.24,0.18,0.36
jahshakafx.csv,0.26,0.35,0.64,0.46,0.09,0.12,0.18,0.45,0.19,0.13,0.49,0.03,0.13,0.11,0.31,0.12,0.35,0.45,0.25,0.16
kindb.csv,0.36,0.3,0.48,0.29,0.36,0.28,0.78,0.44,0.52,0.34,0.74,0.18,0.43,0.13,0.19,0.12,0.42,0.05,0.43,0.34
maya-work-in-progress.csv,0.69,0.46,0.4,0.28,0.91,0.41,0.7,0.6,0.67,0.15,0.94,0.49,0.46,0.21,0.31,0.31,0.62,0.53,0.66,0.5
netatalk.csv,0.36,0.51,0.45,0.8,0.27,0.32,0.55,0.5,0.54,0.57,0.79,0.27,0.26,0.16,0.38,0.31,0.58,0.29,0.57,0.32
novembre.csv,0.13,0.29,0.21,0.23,0.09,0.23,0.28,0.31,0.58,0.26,0.36,0.64,0.07,0.18,0.72,0.44,0.23,0.61,0.11,0.23
ns-3.csv,0.57,0.37,0.24,0.13,0.55,0.48,0.92,0.6,0.67,0.28,0.34,1.0,0.89,1.0,0.78,1.0,0.87,1.0,0.95,0.68
nullc.csv,0.67,0.89,0.99,0.84,0.09,0.35,0.5,0.41,0.29,0.09,0.7,0.2,0.54,0.21,0.28,0.25,0.61,0.18,0.36,0.32
open-beos.csv,0.4,0.45,0.33,0.56,0.18,0.29,0.65,0.55,0.25,0.09,0.28,0.84,0.61,0.66,0.25,0.75,0.55,0.79,0.41,0.3
pixel-commandos.csv,0.01,0.5,0.21,0.42,0.0,0.08,0.08,0.09,0.03,0.0,0.15,0.03,0.02,0.11,0.09,0.12,0.15,0.13,0.07,0.09
planeshift.csv,0.99,0.95,0.96,0.99,0.82,0.61,0.65,0.56,0.78,0.57,0.53,0.86,0.3,0.26,0.69,0.69,0.93,0.84,0.63,0.75
plee-the-bear.csv,0.33,0.21,0.24,0.09,0.55,0.68,0.57,0.74,0.63,0.21,0.68,0.59,0.63,0.71,0.56,0.75,0.44,0.55,0.73,0.57
reaper-ecad.csv,0.12,0.1,0.14,0.22,0.0,0.01,0.0,0.07,0.02,0.02,0.09,0.0,0.02,0.0,0.0,0.0,0.11,0.0,0.0,0.0
sbml.csv,0.74,0.57,0.79,0.77,0.27,0.79,0.98,0.93,0.65,1.0,0.85,0.8,0.87,0.21,0.25,1.0,0.41,0.71,0.74,0.61
unimrcp.csv,0.34,0.38,0.32,0.33,0.09,0.2,0.52,0.21,0.18,0.26,0.72,0.31,0.35,0.05,0.19,0.12,0.48,0.16,0.2,0.23
unladen-swallow.csv,0.09,0.2,0.17,0.05,0.09,0.13,0.48,0.31,0.21,0.09,0.15,0.34,0.3,0.13,0.12,0.19,0.24,0.37,0.33,0.07
xmoto.csv,0.36,0.34,0.38,0.01,0.36,0.63,0.52,0.41,0.47,0.23,0.55,0.58,0.33,0.39,0.72,0.94,0.32,0.97,0.49,0.18
