,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.85,0.75,0.67,0.79,0.46,0.24,0.47,0.65,0.49,0.62,0.59,0.33,0.67,0.65,0.61,0.71,0.74,0.64,1.0,0.64
cornerstone.csv,0.57,0.42,0.67,0.5,0.24,0.37,0.4,0.49,0.12,0.12,0.71,0.56,0.45,0.33,0.18,0.56,0.64,0.36,0.75,0.25
emeraldemu.csv,0.86,0.66,0.82,1.0,0.16,0.18,0.53,0.71,0.34,0.69,0.67,0.11,0.33,0.12,0.58,0.15,0.61,0.14,0.75,0.47
grafx2.csv,0.89,0.77,0.73,0.88,0.28,0.33,0.6,0.69,0.47,0.69,0.65,0.74,0.63,0.74,0.91,0.76,0.72,0.57,0.75,0.64
jahshakafx.csv,0.79,0.72,0.91,0.83,0.32,0.23,0.47,0.83,0.41,0.59,0.65,0.11,0.44,0.47,0.64,0.71,0.69,0.71,1.0,0.44
kindb.csv,0.9,0.62,0.91,0.88,0.56,0.44,0.8,0.83,0.7,0.81,0.78,0.37,0.71,0.58,0.54,0.82,0.7,0.29,0.75,0.69
maya-work-in-progress.csv,0.95,0.8,0.76,0.62,0.88,0.55,0.87,0.87,0.81,0.81,0.98,0.89,0.8,0.67,0.63,0.74,0.85,1.0,0.75,0.69
netatalk.csv,0.75,0.82,0.7,0.88,0.32,0.45,0.67,0.72,0.72,0.84,0.67,0.44,0.48,0.63,0.75,0.71,0.76,0.79,0.75,0.5
novembre.csv,0.56,0.6,0.21,0.38,0.12,0.36,0.6,0.49,0.62,0.56,0.45,0.81,0.12,0.4,0.5,0.91,0.51,0.86,0.5,0.42
ns-3.csv,0.83,0.73,0.18,0.38,0.6,0.73,1.0,0.46,0.77,0.47,0.63,1.0,0.95,0.98,0.67,1.0,0.94,1.0,0.75,0.83
nullc.csv,0.73,0.88,1.0,1.0,0.74,0.47,0.73,0.69,0.46,0.25,0.8,0.41,0.68,0.44,0.66,0.65,0.78,0.29,1.0,0.56
open-beos.csv,0.92,0.85,0.7,0.79,0.5,0.43,0.73,0.8,0.65,0.47,0.47,0.96,0.69,0.95,0.71,1.0,0.81,1.0,1.0,0.61
pixel-commandos.csv,0.04,0.54,0.21,0.42,0.16,0.16,0.33,0.15,0.1,0.09,0.06,0.0,0.11,0.3,0.42,0.21,0.32,0.29,1.0,0.19
planeshift.csv,0.98,0.99,0.97,1.0,0.8,0.72,0.67,0.83,0.88,0.81,0.69,0.93,0.69,0.72,0.83,0.88,0.97,1.0,0.5,0.81
plee-the-bear.csv,0.83,0.44,0.79,0.12,0.48,0.71,0.6,0.64,0.74,0.75,0.69,0.81,0.68,0.65,0.57,0.68,0.59,0.64,1.0,0.61
reaper-ecad.csv,0.52,0.26,0.45,0.75,0.24,0.03,0.07,0.37,0.15,0.03,0.22,0.0,0.29,0.0,0.3,0.21,0.49,0.14,0.25,0.14
sbml.csv,0.64,0.86,0.97,1.0,0.8,0.83,0.93,0.96,0.83,1.0,0.94,1.0,0.93,0.7,0.82,1.0,0.72,0.93,1.0,0.72
unimrcp.csv,0.83,0.63,0.58,0.79,0.36,0.31,0.67,0.56,0.39,0.69,0.82,0.67,0.52,0.51,0.59,0.71,0.69,0.64,0.75,0.47
unladen-swallow.csv,0.19,0.45,0.45,0.08,0.16,0.31,0.47,0.43,0.37,0.41,0.33,0.74,0.36,0.44,0.17,0.47,0.55,0.71,0.25,0.14
xmoto.csv,0.68,0.61,0.67,0.08,0.48,0.67,0.8,0.64,0.59,0.47,0.67,0.63,0.49,0.7,0.88,0.97,0.62,1.0,0.75,0.75
