,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,0.62,0.99,0.76,0.63,0.56,0.44,0.62,0.98,0.9,0.77,0.58,0.58,0.53,0.59,0.79,0.77,0.81,0.39
decidr.csv,0.73,0.97,0.74,0.98,0.91,0.94,0.35,1.0,1.0,0.87,0.84,0.75,0.9,0.98,0.97,0.86,0.95,1.0
doomlegacy.csv,0.42,1.01,0.98,0.72,0.49,0.6,0.97,0.67,0.69,0.95,0.56,0.6,0.92,0.82,0.49,0.72,1.0,0.52
elmo.csv,0.65,0.55,0.87,0.81,0.75,0.88,0.6,0.72,0.67,0.61,0.93,0.66,0.72,0.57,0.73,0.62,0.38,0.8
gpac.csv,0.72,0.96,0.63,0.74,0.84,0.67,0.85,0.46,0.98,0.87,0.67,0.67,0.69,0.64,0.92,0.79,0.86,0.87
illumination.csv,1.0,0.96,0.93,0.97,1.0,0.84,0.98,1.0,1.0,0.77,0.75,0.85,1.0,0.95,1.0,0.22,0.98,0.93
img-browse-sort.csv,0.37,0.69,0.49,0.41,0.44,0.48,0.68,0.56,0.64,0.73,0.46,0.54,0.3,0.31,0.74,0.69,0.78,0.43
ktc.csv,0.34,0.66,0.44,0.89,0.43,0.65,0.59,0.7,0.62,0.66,0.8,0.48,0.39,0.79,0.52,0.72,0.38,0.5
neoengine.csv,0.59,0.96,0.45,0.51,0.63,0.53,0.56,0.85,0.56,0.52,0.83,0.58,0.44,0.58,0.66,0.74,0.35,0.48
nicepress.csv,0.49,0.63,0.86,0.64,0.45,0.32,0.56,0.94,0.94,0.75,0.51,0.47,0.65,0.72,0.62,0.58,0.63,0.4
omseek.csv,0.74,1.0,0.87,1.0,0.78,0.97,0.82,0.97,0.89,0.81,0.87,0.39,0.44,0.64,0.93,0.83,0.73,0.76
pi-qmc.csv,0.68,1.01,0.62,0.62,0.66,0.6,0.6,0.96,0.92,0.72,0.62,0.79,0.57,0.83,0.75,0.82,0.3,0.76
rosegarden.csv,0.45,0.67,0.77,0.7,0.35,0.52,0.75,0.63,0.66,0.73,0.68,0.67,0.65,0.82,0.64,0.78,0.71,0.48
sigil.csv,0.37,0.66,0.54,0.5,0.49,0.66,0.68,0.79,0.87,0.82,0.54,0.48,0.25,0.5,0.7,0.82,0.64,0.49
smarttag.csv,0.61,0.61,0.74,0.72,0.54,0.53,0.65,0.75,0.58,0.55,0.65,0.62,0.56,0.63,0.74,0.61,0.47,0.55
sylpheed-claws.csv,0.75,1.0,0.71,0.97,0.79,0.99,0.69,0.55,0.43,0.82,0.95,0.98,0.89,0.92,0.96,0.95,0.98,0.79
xemeiah.csv,0.48,0.81,0.82,0.72,0.49,0.64,0.86,0.68,0.74,0.82,0.33,0.67,0.43,0.79,0.66,1.0,0.42,0.5
zscreen.csv,0.45,0.81,0.48,0.29,0.48,0.6,0.66,0.81,0.84,0.69,0.61,0.49,0.34,0.8,0.59,0.78,0.69,0.65
