,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.9,1.0,0.77,0.94,0.85,0.57,0.95,0.87,0.33,0.61,0.86,0.87,0.67
badtrinity-zero.csv,1.0,0.73,0.48,0.72,0.82,0.68,0.85,0.49,0.78,0.79,0.73,0.71,0.85
betoffice.csv,0.89,0.96,0.94,0.88,0.64,0.86,0.92,0.95,0.68,0.82,0.91,0.93,1.06
exordium.csv,0.7,0.65,0.56,0.59,0.68,0.69,0.37,0.67,0.77,0.62,0.66,0.8,0.65
fltk.csv,0.65,0.81,0.61,0.44,0.91,0.74,0.43,0.45,0.94,0.53,0.59,0.72,0.8
gabel.csv,0.66,0.9,0.8,0.68,0.92,0.37,0.38,0.63,0.56,0.27,0.69,0.59,0.57
genoviz.csv,0.64,0.95,0.79,0.89,0.98,0.74,0.79,0.82,0.84,0.52,0.83,1.0,0.04
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0
nug.csv,0.35,0.95,0.89,0.95,0.79,0.66,0.69,0.98,0.54,0.42,0.76,0.63,0.63
rezilla.csv,0.92,0.53,0.76,0.85,0.76,0.85,0.87,0.96,0.78,0.88,0.78,0.93,0.97
toped.csv,0.75,0.94,0.73,0.82,0.66,0.94,0.76,0.18,0.89,0.92,0.68,0.69,0.89
xmemcached.csv,0.45,0.99,0.83,0.6,0.81,0.28,0.93,0.92,0.64,0.9,0.82,0.71,0.91
zoolib.csv,0.66,0.85,0.65,0.57,0.81,0.66,0.44,0.56,0.81,0.35,0.61,0.4,0.55
