,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.0,0.72,0.38,0.51,0.57,0.0,0.13
ivatamasks.csv,0.6,0.65,0.56,0.68,0.54,0.58,0.3
ivataopenportal.csv,0.0,0.56,0.35,0.58,0.74,0.45,0.0
kolmafia.csv,0.0,0.61,0.53,0.0,0.17,0.77,0.52
mb-unit.csv,0.35,0.52,0.67,0.0,0.05,0.13,0.68
nova.csv,0.78,0.5,0.37,0.24,0.23,0.42,0.57
olex2.csv,0.57,0.54,0.62,0.0,0.09,0.57,0.75
