,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.42,0.5,0.45,0.51,0.51,0.35,0.34
ivatamasks.csv,0.44,0.54,0.42,0.39,0.42,0.34,0.35
ivataopenportal.csv,0.42,0.47,0.41,0.44,0.54,0.35,0.34
kolmafia.csv,0.42,0.43,0.43,0.43,0.44,0.36,0.32
mb-unit.csv,0.85,0.53,0.44,0.43,0.42,0.35,0.45
nova.csv,0.53,0.77,0.64,0.88,0.83,0.61,0.45
olex2.csv,0.55,0.63,0.49,0.43,0.44,0.47,0.45
