,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,7.0,3.0,0.0,33.0,7.0,2.0,1.0,7.0,6.0,0.0,6.0,6.0
miranda-icq.csv,1.0,3.0,1.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0
pclasses.csv,0.0,1.0,69.0,0.0,88.0,63.0,74.0,1.0,0.0,0.0,2.0,14.0
pfaedit.csv,2.0,2.0,0.0,16.0,0.0,3.0,3.0,6.0,4.0,0.0,11.0,0.0
rockbox.csv,1.0,8.0,1.0,52.0,1.0,2.0,0.0,22.0,0.0,0.0,4.0,0.0
theresa.csv,66.0,74.0,69.0,0.0,88.0,63.0,0.0,177.0,201.0,196.0,223.0,50.0
thrust.csv,66.0,1.0,0.0,52.0,4.0,0.0,2.0,7.0,0.0,0.0,12.0,8.0
tktoolkit.csv,12.0,10.0,0.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,14.0,4.0
trinitycore.csv,3.0,4.0,1.0,7.0,5.0,63.0,1.0,3.0,0.0,0.0,0.0,0.0
tzod.csv,0.0,0.0,0.0,52.0,2.0,7.0,0.0,5.0,0.0,0.0,1.0,6.0
yaprm.csv,1.0,2.0,1.0,52.0,4.0,6.0,0.0,3.0,3.0,0.0,12.0,8.0
