,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.53,0.67,1.0,0.7,0.58,0.54,0.5,0.49,0.64,0.79,0.64,0.76
miranda-icq.csv,0.3,0.3,0.09,0.0,0.51,0.42,0.39,0.55,0.95,0.0,0.31,0.19
pclasses.csv,0.69,0.3,0.0,0.38,0.0,0.0,0.0,0.05,0.07,0.12,0.21,0.13
pfaedit.csv,0.21,0.61,0.28,0.37,0.97,0.07,0.48,0.53,0.47,0.43,0.46,0.42
rockbox.csv,0.31,0.49,0.63,0.0,0.44,0.07,0.46,0.54,0.51,0.36,0.55,1.0
theresa.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.0,0.05,0.2,0.0,0.56,0.9,0.06,0.4,0.22,0.16,0.26,0.13
tktoolkit.csv,0.3,0.22,0.06,0.95,0.32,0.62,0.36,0.93,0.29,0.0,0.28,0.46
trinitycore.csv,0.21,0.05,0.06,0.7,0.57,0.0,0.17,0.16,0.22,0.13,0.94,0.19
tzod.csv,0.67,0.94,0.67,0.0,0.71,0.14,0.49,0.66,0.55,0.65,0.42,0.46
yaprm.csv,0.67,0.36,0.35,0.0,0.58,0.56,0.95,0.49,0.24,0.0,0.47,0.4
