,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.16,0.79,0.78,0.64,0.6,0.53,0.76
elvishrayrenderer.csv,0.84,0.58,0.78,0.07,0.2,0.47,0.79
graphmak.csv,0.72,0.79,0.42,0.58,0.8,0.33,0.65
hazelcast.csv,0.92,0.6,0.95,0.62,0.6,0.93,0.53
jrdf.csv,0.24,0.37,0.49,0.02,0.2,0.87,0.41
pdfedit.csv,0.48,0.79,0.73,0.22,0.8,0.6,0.65
tart.csv,0.48,0.63,0.47,0.67,1.0,0.8,0.5
