,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.77,0.89,0.66,0.59,0.67,0.69,0.55,0.83,0.43,0.5,0.71,0.65,0.71,0.15,0.81
bl-toolkit.csv,0.47,0.54,0.43,0.24,0.38,0.88,0.27,0.52,0.14,0.22,0.4,0.54,0.46,0.05,0.27
bochs.csv,0.56,0.66,0.49,0.39,0.59,0.7,1.0,0.78,0.29,0.35,0.48,0.57,0.67,0.04,0.56
emeraldemu.csv,0.73,0.87,0.71,0.62,0.58,0.73,1.0,0.91,0.47,0.69,0.47,0.59,0.78,0.04,0.5
fbmanager.csv,0.79,0.66,0.49,0.31,0.42,0.69,0.26,0.7,0.19,0.27,0.67,0.6,0.55,0.05,0.62
modellus.csv,0.71,0.82,0.68,0.38,0.71,0.88,0.48,0.87,0.35,0.42,0.65,0.8,0.71,0.06,0.54
openmalaria.csv,0.65,0.8,0.57,0.36,0.52,0.74,0.43,0.82,0.34,0.35,0.77,0.56,0.64,0.05,0.59
pi-qmc.csv,0.5,0.76,0.49,0.25,0.43,0.69,0.28,0.74,0.22,0.43,0.55,0.65,0.62,0.03,0.56
plplot.csv,0.72,0.75,0.56,0.37,0.55,0.71,0.29,0.78,0.25,0.47,0.62,0.64,0.6,0.04,0.44
powerfolder.csv,0.62,0.86,0.6,0.46,0.61,0.77,0.47,0.84,0.38,0.29,0.72,0.47,0.67,0.31,0.7
psycle.csv,0.67,0.79,0.51,0.38,0.57,0.76,0.36,0.74,0.24,0.35,0.57,0.64,0.59,0.05,0.57
qgis.csv,0.68,0.78,0.71,0.53,0.51,0.63,0.0,0.83,0.5,0.32,0.5,0.58,0.64,0.04,0.55
sbml.csv,0.7,0.76,0.53,0.34,0.59,0.8,0.3,0.89,0.21,0.58,0.51,0.56,0.67,0.04,0.38
unimrcp.csv,0.77,0.79,0.62,0.58,0.62,0.57,0.49,0.94,0.31,0.55,0.79,0.58,0.64,0.02,0.59
wow-qrsk.csv,0.5,0.91,0.58,0.49,0.63,0.81,0.62,0.8,0.45,0.67,0.5,0.72,0.67,0.16,0.0
