,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.48,0.05,0.0,0.32,0.0,0.0,0.23,0.67,0.32,0.54,0.0,0.22,0.3,0.29,0.56,0.04,0.0
dvd-create.csv,0.8,0.54,0.58,0.1,0.72,0.38,0.35,0.24,0.54,0.45,0.48,0.57,0.59,0.66,0.37,0.63,0.57,0.5
echongl.csv,0.11,0.57,0.39,0.49,0.47,0.37,0.0,0.24,0.12,0.81,0.46,0.47,0.41,0.58,0.04,0.54,0.44,0.22
empserver.csv,0.48,0.54,0.61,0.0,0.46,0.65,0.25,0.39,0.69,0.3,0.54,0.6,0.52,0.63,0.29,0.67,0.59,0.37
gdis.csv,0.66,0.76,0.42,0.0,0.7,0.51,0.51,0.44,0.72,0.7,0.39,0.85,0.44,0.6,0.25,0.69,0.61,0.69
gmerlin.csv,0.24,0.0,0.0,0.0,0.74,0.59,0.45,0.0,0.51,0.04,0.4,0.66,0.53,0.47,0.0,0.0,0.12,0.0
growl-for-windows.csv,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.3,0.0,0.0,0.0,0.71,0.64,0.0,0.49
mpgravity.csv,0.63,0.73,0.52,0.76,0.05,0.45,0.4,0.29,0.6,0.0,0.17,0.73,0.55,0.65,0.68,0.63,0.68,0.61
myfaces.csv,0.43,0.57,0.57,0.72,0.73,0.68,0.45,0.24,0.24,0.71,0.18,0.78,0.38,0.49,0.17,0.56,0.27,0.47
nativeclient.csv,0.56,0.74,0.36,0.39,0.62,0.65,0.54,0.12,0.61,0.49,0.6,0.57,0.38,0.66,0.25,0.67,0.65,0.55
passwordsafe.csv,0.55,0.82,0.67,0.68,0.09,0.4,0.63,0.34,0.66,0.2,0.51,0.78,0.6,0.72,0.5,0.76,0.61,0.65
phonon-vlc-mplayer.csv,0.55,0.86,0.74,0.29,0.7,0.63,0.64,0.12,0.56,0.58,0.6,0.67,0.32,0.65,0.5,0.69,0.62,0.61
ppcboot.csv,0.48,0.59,0.55,0.0,0.0,0.33,0.6,0.3,0.17,0.0,0.64,0.66,0.4,0.47,0.36,0.69,0.44,0.27
rtrt-on-gpu.csv,0.36,0.14,0.45,0.28,0.35,0.23,0.41,0.64,0.06,0.32,0.37,0.49,0.32,0.42,0.64,0.22,0.33,0.38
sandiaportals.csv,0.53,0.81,0.54,0.29,0.21,0.52,0.62,0.43,0.72,0.45,0.68,0.48,0.44,0.68,0.67,0.81,0.61,0.65
tktoolkit.csv,0.61,0.55,0.52,0.55,0.77,0.51,0.56,0.57,0.33,0.39,0.64,0.58,0.56,0.58,0.46,0.72,0.62,0.38
ultimairis.csv,0.62,0.78,0.05,0.2,0.39,0.63,0.62,0.12,0.45,0.69,0.63,0.69,0.22,0.63,0.52,0.65,0.53,0.66
wikipediardware.csv,0.63,0.57,0.57,0.53,0.5,0.13,0.59,0.57,0.6,0.13,0.38,0.75,0.5,0.57,0.39,0.63,0.59,0.75
