,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.53,0.69,0.22,0.12,1.0,0.0,0.0,0.43,0.0,1.0
bibedt.csv,0.64,0.57,0.83,0.9,0.29,0.22,0.32,0.69,0.88,0.76
cascading.csv,0.56,0.6,0.48,0.92,1.0,0.14,0.31,0.73,0.86,0.8
firebreath.csv,0.57,0.43,0.54,0.8,0.0,0.16,0.29,0.83,0.79,0.82
fritzing.csv,0.7,0.64,0.52,0.71,0.33,0.13,0.1,0.69,0.78,0.87
httpcontentparser.csv,0.44,0.0,0.4,0.71,0.25,0.29,0.27,0.73,0.78,0.9
mpgravity.csv,0.49,1.0,0.43,0.39,0.5,0.12,0.2,0.64,0.77,0.74
patterntesting.csv,0.53,0.55,0.4,0.68,0.56,0.11,0.23,0.6,0.79,0.71
roller.csv,0.55,0.49,0.44,0.75,0.26,0.12,0.2,0.84,0.81,0.69
xfce.csv,0.55,0.52,0.39,0.39,0.18,0.14,0.18,0.63,0.8,0.8
