,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.38,0.85,0.38,0.35,0.46,0.43,0.39
libtorrent.csv,0.46,0.44,0.61,0.53,0.49,0.71,0.76
mcmc-jags.csv,0.5,0.55,0.6,0.82,0.61,0.63,0.52
nebuladevice.csv,0.52,0.21,0.0,0.53,0.01,0.39,0.62
olap-navigator.csv,0.83,0.36,0.8,0.45,0.6,0.39,0.44
pidgin.csv,0.66,0.55,0.67,0.52,0.72,0.48,0.44
sepgsql.csv,0.56,0.44,0.81,0.31,0.64,0.35,0.09
