,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.69,0.67,0.82,0.17,0.13,0.62,0.3,0.66,0.09,0.05,0.13,0.49,0.75,0.33,0.61
grafx2.csv,0.45,0.61,0.73,0.55,0.76,0.53,0.42,0.23,0.64,0.12,0.76,0.37,0.61,0.33,0.47
keyczar.csv,0.0,0.16,0.17,0.14,0.14,0.01,0.26,0.07,0.16,0.21,0.4,0.0,0.0,0.71,0.16
lmms.csv,0.59,0.67,0.74,0.4,0.69,0.6,0.3,0.74,0.48,0.09,0.61,0.58,0.31,0.65,0.71
lufa-lib.csv,0.65,0.53,0.39,0.53,0.13,0.51,0.52,0.09,0.59,0.67,0.43,0.0,0.4,0.65,0.44
netatalk.csv,0.66,0.66,0.49,0.5,0.72,0.48,0.47,0.09,0.63,0.47,0.65,0.56,0.65,0.62,0.81
openmeetings.csv,0.59,0.52,0.89,0.5,0.7,0.69,0.56,0.66,0.64,0.41,0.61,0.36,0.53,0.12,0.51
openxava.csv,0.54,0.28,0.54,0.43,0.19,0.45,0.5,0.82,0.55,0.35,0.69,0.69,0.23,0.57,0.4
pgui.csv,0.0,0.01,0.63,0.0,0.6,0.0,0.0,0.29,0.71,0.0,0.52,0.0,0.44,0.0,0.0
qpe.csv,0.71,0.49,0.66,0.69,0.75,0.62,0.31,0.48,0.69,0.4,0.64,0.33,0.46,0.31,0.51
quickfast.csv,0.44,0.45,0.53,0.36,0.42,0.66,0.56,0.56,0.17,0.23,0.62,0.21,0.41,0.27,0.76
rsyslog.csv,0.71,0.64,0.73,0.8,0.69,0.58,0.36,0.13,0.68,0.57,0.53,0.05,0.68,0.31,0.49
sylpheed-claws.csv,0.09,0.0,0.27,0.0,0.0,0.6,0.69,0.66,0.62,0.0,0.0,0.0,0.0,0.0,0.0
xqilla.csv,0.12,0.27,0.34,0.05,0.25,0.12,0.2,0.07,0.18,0.18,0.33,0.99,0.2,0.31,0.3
yale.csv,0.52,0.53,0.6,0.0,0.0,0.54,0.28,0.48,0.42,0.05,0.0,0.0,0.46,0.51,0.48
