,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.35,0.42,0.54,0.53,0.36,0.92
aime.csv,0.54,0.62,0.9,0.0,0.61,0.75
badtrinitycore.csv,0.0,0.5,0.63,0.65,0.39,0.81
electric-core.csv,0.33,0.47,0.61,0.46,0.46,0.43
geochat.csv,0.89,0.44,0.49,0.84,0.93,0.69
olsrd.csv,0.31,0.31,0.54,0.55,0.37,0.55
