,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.86,0.9,0.97,0.42,0.29,0.33
l2j.csv,0.64,0.43,0.29,0.18,0.4,0.32
mule.csv,0.43,0.09,0.37,0.27,0.4,0.09
springside.csv,0.45,0.24,0.58,0.31,0.52,0.13
swtfox.csv,0.35,0.78,0.17,0.07,0.57,0.75
twostep.csv,0.83,0.75,0.49,0.29,0.71,0.58
