,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.33,0.83,1.0,0.62,0.39,0.77,0.78,0.64,0.7
archive-crawler.csv,0.42,0.34,0.67,0.42,0.64,0.65,0.65,0.48,0.43
autowikibrowser.csv,0.83,0.79,1.0,0.79,0.69,0.59,0.65,0.73,0.83
jcae.csv,0.0,0.34,1.0,0.54,0.3,0.24,0.7,0.59,0.28
kmatplot.csv,0.0,0.79,0.78,0.74,0.37,0.31,0.61,0.5,0.15
mscore.csv,0.67,1.0,1.0,0.95,0.66,0.86,0.96,0.73,0.72
quickfast.csv,0.92,0.55,0.89,0.43,0.87,0.45,1.0,0.86,0.74
rhex.csv,0.83,0.38,0.33,0.37,0.44,0.36,0.17,0.34,0.45
riff-evolve.csv,0.33,0.72,0.89,0.68,0.42,0.69,0.52,0.61,0.6
