,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,99.0,195.0,98.5,584.0,98.5,293.0,2385.5,585.5,98.5,98.5,184.0,0.0,295.0
badtrinity-zero.csv,255.5,0.0,99.0,0.0,98.5,487.0,485.5,0.0,98.5,98.5,89.5,98.5,295.0
bibletime.csv,99.0,285.5,98.5,389.0,98.5,289.5,4467.5,289.5,98.5,97.5,186.0,98.5,95.5
critterding.csv,99.0,91.5,99.0,582.0,197.5,579.5,7058.0,388.5,98.5,98.5,289.0,98.5,196.0
elateportal.csv,99.0,195.0,99.0,290.5,98.5,289.5,5787.0,585.5,268.5,98.5,91.5,98.5,295.0
fmri-dmt.csv,99.0,97.5,99.0,584.0,284.0,95.5,4578.0,389.0,94.5,97.5,285.0,98.5,194.0
ftm.csv,98.5,81.5,98.5,191.0,98.5,597.0,1842.5,94.5,98.5,94.5,0.0,93.5,97.5
gusanos.csv,99.0,285.5,98.5,487.5,98.5,194.5,2396.5,193.5,98.5,98.5,186.0,0.0,91.5
monetdb.csv,98.5,97.5,98.5,191.0,98.5,291.0,3153.5,94.5,98.5,93.5,91.5,98.5,192.0
quarkplayer.csv,99.0,254.5,193.0,389.0,310.5,1070.5,1836.5,93.5,191.0,97.5,239.5,91.5,51.5
reactos-mirror.csv,99.0,97.5,98.5,486.5,98.5,194.5,3765.5,487.0,98.5,98.5,186.0,98.5,91.5
sandiaportals.csv,99.0,191.0,98.5,584.0,98.5,194.5,5986.5,193.5,98.5,98.5,36.0,98.5,295.0
xbplayer.csv,197.5,97.5,99.0,292.5,98.5,291.0,3291.5,94.5,98.5,96.5,186.0,93.5,91.5
