,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.71,0.0,0.29,0.0,0.03,0.38,0.86,0.64,0.56,0.36,0.27,0.61,0.7
flylinkdc.csv,0.2,0.9,0.91,0.87,0.69,0.89,0.07,0.32,0.54,0.56,0.39,0.93,0.5
fw4spl.csv,0.49,0.36,0.38,0.52,0.25,0.43,0.14,0.65,0.33,0.36,0.08,0.5,0.59
grisbi.csv,0.66,1.0,0.78,0.81,0.98,0.76,0.07,0.76,0.7,0.76,0.82,0.67,0.8
mesa3d.csv,0.22,0.38,0.32,0.35,0.71,0.59,0.14,0.91,0.61,0.45,0.58,0.31,0.5
nuttx.csv,0.27,0.38,0.17,0.16,0.31,0.43,0.0,0.66,0.43,0.19,0.27,0.15,0.54
panda3d.csv,0.11,0.72,0.59,0.58,0.37,0.46,0.07,0.45,0.63,0.33,0.42,0.47,0.37
proftp.csv,0.09,0.1,0.13,0.1,0.01,0.32,0.14,0.0,0.11,0.18,0.05,0.09,0.17
qmmp.csv,0.51,0.62,0.46,0.58,0.86,0.38,0.36,0.93,0.65,0.38,0.19,0.75,0.57
skia.csv,0.31,0.31,0.23,0.48,0.32,0.3,0.29,0.01,0.47,0.37,0.35,0.3,0.26
tart.csv,0.53,0.28,0.58,0.68,0.66,0.86,0.5,0.92,0.26,0.19,0.52,0.08,0.54
tcvp.csv,0.09,0.0,0.01,0.03,0.09,0.0,0.0,0.26,0.16,0.05,0.0,0.02,0.26
utgb.csv,0.29,0.69,0.21,0.23,0.81,0.49,0.07,0.62,0.43,0.15,0.16,0.24,0.41
