,f1,g,recall,precision,pf,wins
boost-sandbox.csv,0.41500000000000004,0.565,0.675,0.32499999999999996,0.525,9
bscwweasel.csv,0.385,0.46499999999999997,0.44999999999999996,0.37,0.25,8
capcode.csv,0.395,0.56,0.625,0.37,0.445,11
emite.csv,0.175,0.22999999999999998,0.195,0.29500000000000004,0.23,1
lamp.csv,0.39,0.47,0.65,0.36,0.48,7
mecat.csv,0.13,0.1,0.08,0.295,0.03,0
nodal.csv,0.275,0.29500000000000004,0.265,0.42,0.175,5
pydev.csv,0.35,0.545,0.655,0.375,0.43000000000000005,10
retromenu.csv,0.25,0.28500000000000003,0.245,0.44499999999999995,0.235,4
smbopensoft.csv,0.345,0.45999999999999996,0.57,0.22999999999999998,0.635,3
stuproa-cims.csv,0.30000000000000004,0.355,0.315,0.365,0.16,6
thout.csv,0.4,0.355,0.755,0.28500000000000003,0.885,2
