,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.07,0.38,0.33,0.9,0.87,0.73
bwapi.csv,1.0,1.0,0.61,0.85,0.7,0.8,0.55
gisgraphy.csv,0.0,0.79,0.75,0.25,0.23,0.47,1.0
lite.csv,1.0,0.04,0.07,0.31,0.17,1.0,0.14
ontopia.csv,0.0,0.73,1.0,0.46,0.47,0.67,0.09
smartgwt.csv,0.0,0.05,0.18,0.96,0.2,0.53,0.09
