,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,61.0,0.0,0.0,2.0,0.0,8.0,1.0
bwapi.csv,20.0,0.0,0.0,1.0,2.0,3.0,2.0
gisgraphy.csv,61.0,1.0,0.0,2.0,11.0,3.0,0.0
lite.csv,3.0,0.0,2.0,0.0,2.0,0.0,1.0
ontopia.csv,61.0,0.0,0.0,103.0,3.0,1.0,2.0
smartgwt.csv,61.0,0.0,0.0,0.0,7.0,1.0,5.0
