,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.63,0.14,0.69,0.48,0.72,0.48,0.58,0.59,0.7,0.52,0.58
gamestone.csv,0.16,0.87,0.15,0.47,0.47,0.0,0.0,0.51,0.2,0.1,0.0
gbif-providertoolkit.csv,0.5,0.0,0.33,0.53,0.59,0.17,0.52,0.62,0.8,0.55,0.6
heekscad.csv,0.74,0.73,0.66,0.6,0.6,0.59,0.65,0.6,0.67,0.49,0.7
igarden.csv,0.56,0.14,0.34,0.66,0.33,0.36,0.19,0.28,0.58,0.15,0.42
levent.csv,0.42,0.15,0.0,0.0,0.64,0.7,0.56,0.05,0.0,0.0,0.7
lportal.csv,0.3,0.0,0.27,0.0,0.09,0.12,0.0,0.51,0.74,0.02,0.23
natpad.csv,0.63,0.41,0.63,0.5,0.57,0.66,0.64,0.79,0.7,0.47,0.77
openmsx.csv,0.64,0.34,0.34,0.54,0.58,0.62,0.35,0.43,0.0,0.58,0.63
owlapi.csv,0.41,0.0,0.36,0.12,0.6,0.6,0.48,0.78,0.18,0.51,0.46
xcsoar.csv,0.67,0.29,0.71,0.62,0.6,0.47,0.41,0.51,0.74,0.43,0.68
