,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.68,0.08,0.58,0.39,0.24,0.76,0.51,0.34,0.07,0.39,0.53
gamestone.csv,1.0,0.44,0.5,0.33,0.27,0.0,0.0,0.21,0.02,0.29,0.0
gbif-providertoolkit.csv,0.58,0.0,0.39,0.33,0.29,0.88,0.36,0.28,0.08,0.41,0.44
heekscad.csv,0.81,0.25,0.62,0.39,0.19,0.74,0.39,0.23,0.06,0.49,0.51
igarden.csv,0.91,0.08,0.8,0.49,0.29,0.83,0.55,0.33,0.05,0.57,0.67
levent.csv,0.74,0.25,0.0,0.0,0.21,0.81,0.42,1.0,0.0,0.0,0.52
lportal.csv,0.69,0.0,0.54,0.0,1.0,0.71,0.0,0.24,0.15,0.5,0.73
natpad.csv,0.71,0.12,0.49,0.29,0.18,0.79,0.43,0.28,0.06,0.36,0.61
openmsx.csv,0.67,0.13,0.45,0.32,0.25,0.72,0.26,0.15,0.0,0.51,0.46
owlapi.csv,0.52,0.0,0.45,0.3,0.19,0.75,0.34,0.36,0.03,0.38,0.5
xcsoar.csv,0.83,0.22,0.68,0.38,0.32,0.78,0.42,0.23,0.07,0.41,0.55
