,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.51,0.92,0.48,0.56,0.42,0.45,0.59,0.51,0.44,0.48,0.47
gamestone.csv,0.9,0.44,0.93,0.49,0.77,0.0,0.0,0.55,0.86,0.94,0.0
gbif-providertoolkit.csv,0.63,0.95,0.88,0.62,0.57,0.88,0.46,0.55,0.46,0.6,0.54
heekscad.csv,0.36,0.54,0.42,0.43,0.38,0.36,0.38,0.44,0.42,0.54,0.36
igarden.csv,0.51,0.69,0.85,0.51,0.93,0.78,0.91,0.94,0.56,0.93,0.62
levent.csv,0.62,0.75,0.0,0.0,0.38,0.47,0.54,0.0,0.0,0.0,0.42
lportal.csv,0.83,0.5,0.92,0.0,0.0,0.86,0.0,0.78,0.75,0.5,0.91
natpad.csv,0.5,0.62,0.39,0.39,0.47,0.4,0.46,0.56,0.48,0.47,0.35
openmsx.csv,0.48,0.43,0.79,0.32,0.59,0.6,0.72,0.89,0.0,0.65,0.51
owlapi.csv,0.71,0.91,0.88,0.9,0.43,0.47,0.44,0.55,0.73,0.54,0.81
xcsoar.csv,0.35,0.67,0.37,0.4,0.48,0.44,0.55,0.53,0.45,0.44,0.33
