,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.45,0.0,0.2,0.39,0.2
bdbbasic.csv,0.24,0.15,0.19,0.0,0.0
empyrean.csv,0.0,0.37,0.32,0.24,0.2
gnome-jabber.csv,0.97,0.98,0.98,0.98,0.4
nutz.csv,0.5,0.18,0.0,0.67,1.0
