,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.38,0.96,0.49,0.53,0.2
bdbbasic.csv,0.33,0.46,0.59,0.95,0.41
empyrean.csv,0.97,0.31,0.38,0.47,0.04
gnome-jabber.csv,0.96,1.0,0.97,0.95,1.0
nutz.csv,0.61,0.4,0.9,0.47,0.89
