,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.6,0.52,0.58,0.59,0.53
bdbbasic.csv,0.53,0.45,0.53,0.61,0.34
empyrean.csv,0.51,0.58,0.63,0.62,0.8
gnome-jabber.csv,0.44,0.41,0.42,0.41,0.52
nutz.csv,0.48,0.66,0.7,0.57,0.57
