,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.71,0.46,0.46,0.25,0.36,0.28,0.22,0.36
anaxagora.csv,0.62,0.58,0.72,0.45,0.44,0.6,0.82,0.37
botsnscouts.csv,0.71,0.44,0.69,0.73,0.34,0.73,0.79,0.36
emisview.csv,0.71,0.58,0.33,0.44,0.32,0.39,0.12,0.34
matrex.csv,0.08,0.16,0.67,0.54,0.13,0.83,0.33,0.17
mediaportal.csv,0.32,0.26,0.17,0.46,0.25,0.4,0.19,0.44
mediate.csv,0.68,0.15,0.65,0.44,0.18,0.55,0.31,0.32
ontopia.csv,0.44,0.42,0.38,0.32,0.22,0.47,0.84,0.33
