,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.0,3.0,0.0,1.0,2.0,0.0,1.0,6.0
anaxagora.csv,2.0,1.0,2.0,4.0,0.0,1.0,0.0,3.0
botsnscouts.csv,0.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0
emisview.csv,0.0,5.0,2.0,1.0,1.0,0.0,0.0,4.0
matrex.csv,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0
mediate.csv,0.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0
ontopia.csv,4.0,5.0,0.0,2.0,5.0,1.0,0.0,4.0
