,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.68,0.55,0.61,0.51,0.7,0.53,0.48,0.81,0.68,0.7,0.6,0.48,0.63,0.6,0.57
amateur-scrolls.csv,0.33,0.15,0.21,0.39,0.59,0.28,0.52,0.48,0.05,0.16,0.06,0.54,0.02,0.76,0.07
arianne.csv,0.26,0.21,0.55,0.0,0.58,0.71,0.56,0.0,0.0,0.13,0.24,0.37,0.0,0.17,0.3
bl-toolkit.csv,0.43,0.41,0.32,0.44,0.36,0.57,0.5,0.64,0.81,0.37,0.05,0.6,0.0,0.32,0.51
doomlegacy.csv,0.26,0.65,0.39,0.59,0.69,0.56,0.72,0.0,0.61,0.61,0.4,0.78,0.49,0.68,0.7
enlightenment.csv,0.0,0.0,0.42,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.48,0.0,0.0
fritzing.csv,0.62,0.63,0.73,0.48,0.73,0.44,0.63,0.72,0.53,0.49,0.63,0.7,0.42,0.24,0.19
gnukeda.csv,0.58,0.53,0.52,0.48,0.23,0.6,0.3,0.42,0.19,0.75,0.53,0.72,0.49,0.63,0.3
jlinalg.csv,0.8,0.25,0.32,0.43,0.51,0.57,0.52,0.37,0.59,0.53,0.42,0.72,0.29,0.54,0.42
knowledge.csv,0.82,0.6,0.5,0.66,0.64,0.6,0.38,0.89,0.62,0.71,0.61,0.6,0.57,0.54,0.57
massiv.csv,0.15,0.01,0.35,0.07,0.41,0.13,0.0,0.0,0.07,0.1,0.0,0.99,0.0,0.63,0.0
playerstage.csv,0.62,0.51,0.67,0.54,0.72,0.4,0.73,0.73,0.24,0.54,0.64,0.53,0.3,0.34,0.36
psycle.csv,0.83,0.63,0.52,0.54,0.67,0.73,0.47,0.83,0.68,0.72,0.65,0.75,0.51,0.43,0.67
superwaba.csv,0.49,0.54,0.75,0.75,0.65,0.53,0.55,0.63,0.53,0.4,0.42,0.71,0.64,0.63,0.67
wxcrp.csv,0.42,0.64,0.17,0.61,0.6,0.49,0.5,0.51,0.47,0.54,0.28,0.36,0.29,0.54,0.63
