,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.28,0.09,0.4,0.64,0.12,0.13,0.12,0.04,0.08
flylegacy.csv,0.84,0.3,0.67,0.39,0.34,0.8,0.8,0.2,0.98
ftm.csv,0.2,0.12,0.37,0.3,0.09,0.13,0.64,0.16,0.69
jguard.csv,0.88,0.36,0.9,0.9,0.86,0.7,1.0,0.72,1.0
m-a-d-n-e-s-s.csv,0.28,0.03,0.32,0.24,0.05,0.0,0.68,0.08,0.82
mob-sen-plat.csv,0.88,0.79,0.86,0.47,0.81,0.63,0.8,0.64,0.7
raygina.csv,0.68,0.0,0.6,0.39,0.16,0.3,0.28,0.32,0.05
upp-mirror.csv,0.4,0.12,0.75,0.63,0.66,0.43,0.56,0.2,0.21
yarp.csv,0.2,0.06,0.22,0.04,0.0,0.3,0.2,0.64,0.05
